Order_ID,Order_Date,Customer_ID,Product_Category,Product_Name,Quantity,Price,Payment_Mode,Order_Status,City,Total_Amount
ORD1036,2024-02-06,CUST956,Electronics,Shoes,4,22542,UPI,Pending,Bangalore,90168
ORD1037,2024-02-07,CUST660,Beauty,Laptop,1,44913,COD,Pending,Mumbai,44913
ORD1038,2024-02-08,CUST574,Sports,Shoes,3,48351,COD,Returned,Hyderabad,145053
ORD1039,2024-02-09,CUST158,Electronics,Mixer,3,28587,Net Banking,Delivered,Hyderabad,85761
ORD1040,2024-02-10,CUST610,Fashion,T-shirt,4,32847,Credit Card,Returned,Hyderabad,131388
ORD1041,2024-02-11,CUST781,Fashion,Mixer,3,34256,Debit Card,Cancelled,Pune,102768
ORD1042,2024-02-12,CUST575,Electronics,Watch,2,39714,Credit Card,Returned,Indore,79428
ORD1043,2024-02-13,CUST799,Fashion,Laptop,2,16835,Debit Card,Cancelled,Hyderabad,33670
ORD1044,2024-02-14,CUST882,Electronics,Watch,3,29102,Debit Card,Pending,Bangalore,87306
ORD1045,2024-02-15,CUST289,Sports,T-shirt,3,49401,Credit Card,Delivered,Bangalore,148203
ORD1046,2024-02-16,CUST786,Sports,Shoes,4,34950,COD,Pending,Hyderabad,139800
ORD1047,2024-02-17,CUST662,Electronics,T-shirt,2,32696,Debit Card,Cancelled,Hyderabad,65392
ORD1048,2024-02-18,CUST975,Sports,Mobile,2,6126,Credit Card,Cancelled,Bangalore,12252
ORD1049,2024-02-19,CUST666,Sports,T-shirt,1,7924,Debit Card,Cancelled,Pune,7924
ORD1050,2024-02-20,CUST343,Sports,Mobile,4,13357,UPI,Delivered,Delhi,53428
ORD1051,2024-02-21,CUST931,Home & Kitchen,T-shirt,1,45423,COD,Returned,Delhi,45423
ORD1052,2024-02-22,CUST604,Beauty,Headphones,2,20482,Net Banking,Pending,Hyderabad,40964
ORD1053,2024-02-23,CUST230,Fashion,Mobile,4,11925,Debit Card,Pending,Mumbai,47700
ORD1054,2024-02-24,CUST584,Home & Kitchen,Laptop,3,2480,UPI,Returned,Hyderabad,7440
ORD1055,2024-02-25,CUST918,Sports,Watch,4,48790,Net Banking,Pending,Hyderabad,195160
ORD1056,2024-02-26,CUST746,Electronics,Watch,3,26931,Net Banking,Delivered,Delhi,80793
ORD1057,2024-02-27,CUST120,Sports,Mixer,3,19940,Debit Card,Pending,Bangalore,59820
ORD1058,2024-02-28,CUST940,Beauty,Watch,4,42252,Credit Card,Cancelled,Hyderabad,169008
ORD1059,2024-02-29,CUST266,Sports,Shoes,3,17675,Debit Card,Returned,Bangalore,53025
ORD1060,2024-03-01,CUST373,Electronics,Headphones,1,49151,UPI,Delivered,Bangalore,49151
ORD1061,2024-03-02,CUST487,Beauty,T-shirt,2,26885,Net Banking,Returned,Mumbai,53770
ORD1062,2024-03-03,CUST700,Sports,Mixer,3,38658,Debit Card,Delivered,Bangalore,115974
ORD1063,2024-03-04,CUST415,Beauty,Shoes,1,23519,Credit Card,Cancelled,Delhi,23519
ORD1064,2024-03-05,CUST113,Fashion,Shoes,3,19139,Debit Card,Returned,Pune,57417
ORD1065,2024-03-06,CUST341,Fashion,Mobile,2,20494,COD,Pending,Pune,40988
ORD1066,2024-03-07,CUST876,Sports,Watch,1,34875,Credit Card,Delivered,Indore,34875
ORD1067,2024-03-08,CUST445,Beauty,Laptop,2,22063,UPI,Returned,Hyderabad,44126
ORD1068,2024-03-09,CUST664,Electronics,Laptop,2,39841,Net Banking,Pending,Delhi,79682
ORD1069,2024-03-10,CUST997,Sports,Mixer,1,6276,Debit Card,Returned,Bangalore,6276
ORD1070,2024-03-11,CUST439,Fashion,Headphones,1,36944,Credit Card,Returned,Pune,36944
ORD1071,2024-03-12,CUST191,Fashion,Laptop,1,3880,COD,Returned,Delhi,3880
ORD1072,2024-03-13,CUST466,Sports,T-shirt,4,9211,Credit Card,Delivered,Pune,36844
ORD1073,2024-03-14,CUST554,Beauty,Laptop,1,9282,COD,Pending,Bangalore,9282
ORD1074,2024-03-15,CUST527,Fashion,Mixer,1,17934,UPI,Cancelled,Pune,17934
ORD1075,2024-03-16,CUST608,Beauty,Laptop,1,47265,Net Banking,Delivered,Hyderabad,47265
ORD1076,2024-03-17,CUST875,Fashion,T-shirt,1,20517,UPI,Delivered,Hyderabad,20517
ORD1077,2024-03-18,CUST134,Fashion,Mobile,3,31207,Debit Card,Delivered,Indore,93621
ORD1078,2024-03-19,CUST305,Home & Kitchen,Headphones,4,39610,Credit Card,Cancelled,Indore,158440
ORD1079,2024-03-20,CUST180,Fashion,Mixer,2,17843,COD,Pending,Pune,35686
ORD1080,2024-03-21,CUST661,Electronics,Mobile,1,39327,COD,Pending,Delhi,39327
ORD1081,2024-03-22,CUST971,Sports,Mobile,3,42152,Credit Card,Pending,Hyderabad,126456
ORD1082,2024-03-23,CUST487,Sports,Mobile,3,6155,Credit Card,Returned,Delhi,18465
ORD1083,2024-03-24,CUST101,Beauty,Shoes,3,45359,Debit Card,Returned,Delhi,136077
ORD1084,2024-03-25,CUST489,Fashion,Headphones,2,15751,UPI,Returned,Pune,31502
ORD1085,2024-03-26,CUST665,Electronics,Watch,1,1026,COD,Cancelled,Delhi,1026
ORD1086,2024-03-27,CUST205,Beauty,Headphones,4,3724,Debit Card,Returned,Hyderabad,14896
ORD1087,2024-03-28,CUST871,Home & Kitchen,Shoes,4,48337,UPI,Cancelled,Bangalore,193348
ORD1088,2024-03-29,CUST921,Beauty,Watch,3,12036,Debit Card,Pending,Indore,36108
ORD1089,2024-03-30,CUST576,Beauty,Headphones,2,29041,COD,Returned,Bangalore,58082
ORD1090,2024-03-31,CUST802,Fashion,Mobile,2,14047,Credit Card,Returned,Delhi,28094
ORD1091,2024-04-01,CUST501,Home & Kitchen,Mixer,2,35031,Credit Card,Delivered,Bangalore,70062
ORD1092,2024-04-02,CUST829,Beauty,Watch,4,9212,UPI,Cancelled,Hyderabad,36848
ORD1093,2024-04-03,CUST655,Electronics,T-shirt,3,39065,Net Banking,Pending,Hyderabad,117195
ORD1094,2024-04-04,CUST261,Electronics,T-shirt,1,9708,UPI,Delivered,Delhi,9708
ORD1095,2024-04-05,CUST301,Sports,Laptop,4,5609,Net Banking,Delivered,Pune,22436
ORD1096,2024-04-06,CUST369,Home & Kitchen,Watch,3,49768,Debit Card,Pending,Bangalore,149304
ORD1097,2024-04-07,CUST962,Home & Kitchen,Mixer,3,35701,Debit Card,Delivered,Pune,107103
ORD1098,2024-04-08,CUST915,Sports,Shoes,1,17467,COD,Cancelled,Pune,17467
ORD1099,2024-04-09,CUST370,Beauty,Mobile,1,30259,Net Banking,Cancelled,Mumbai,30259
ORD1100,2024-04-10,CUST555,Home & Kitchen,Laptop,1,20672,COD,Returned,Delhi,20672
ORD1101,2024-04-11,CUST561,Electronics,T-shirt,2,37435,Credit Card,Delivered,Indore,74870
ORD1102,2024-04-12,CUST826,Electronics,Shoes,1,27089,Net Banking,Returned,Hyderabad,27089
ORD1103,2024-04-13,CUST351,Fashion,Shoes,3,30515,UPI,Delivered,Hyderabad,91545
ORD1104,2024-04-14,CUST801,Home & Kitchen,Mobile,1,29509,Credit Card,Cancelled,Delhi,29509
ORD1105,2024-04-15,CUST395,Beauty,Watch,3,18273,Credit Card,Cancelled,Indore,54819
ORD1106,2024-04-16,CUST824,Sports,T-shirt,4,41625,UPI,Cancelled,Hyderabad,166500
ORD1107,2024-04-17,CUST819,Sports,Mixer,2,26643,Credit Card,Delivered,Delhi,53286
ORD1108,2024-04-18,CUST848,Beauty,Shoes,4,6654,Net Banking,Cancelled,Hyderabad,26616
ORD1109,2024-04-19,CUST437,Fashion,Mobile,4,22304,COD,Delivered,Pune,89216
ORD1110,2024-04-20,CUST978,Sports,Mixer,3,42188,Credit Card,Returned,Bangalore,126564
ORD1111,2024-04-21,CUST152,Home & Kitchen,Watch,4,21081,Net Banking,Delivered,Bangalore,84324
ORD1112,2024-04-22,CUST891,Fashion,T-shirt,3,30587,Debit Card,Returned,Hyderabad,91761
ORD1113,2024-04-23,CUST316,Home & Kitchen,Watch,1,33481,Net Banking,Delivered,Mumbai,33481
ORD1114,2024-04-24,CUST863,Electronics,Shoes,1,4262,COD,Returned,Indore,4262
ORD1115,2024-04-25,CUST287,Fashion,Mixer,3,46667,Net Banking,Cancelled,Indore,140001
ORD1116,2024-04-26,CUST479,Sports,Mixer,1,10268,UPI,Returned,Indore,10268
ORD1117,2024-04-27,CUST592,Fashion,Mixer,2,43908,COD,Cancelled,Pune,87816
ORD1118,2024-04-28,CUST140,Fashion,Shoes,4,39999,Debit Card,Cancelled,Indore,159996
ORD1119,2024-04-29,CUST256,Fashion,Shoes,2,39059,UPI,Returned,Bangalore,78118
ORD1120,2024-04-30,CUST114,Fashion,Watch,4,49090,Net Banking,Delivered,Pune,196360
ORD1121,2024-05-01,CUST912,Home & Kitchen,Laptop,1,9283,COD,Delivered,Delhi,9283
ORD1122,2024-05-02,CUST164,Electronics,Watch,2,46889,Debit Card,Pending,Indore,93778
ORD1123,2024-05-03,CUST956,Beauty,T-shirt,1,30281,UPI,Delivered,Indore,30281
ORD1124,2024-05-04,CUST938,Fashion,Mobile,4,31311,Debit Card,Pending,Delhi,125244
ORD1125,2024-05-05,CUST620,Sports,Mixer,3,49287,Net Banking,Delivered,Indore,147861
ORD1126,2024-05-06,CUST443,Fashion,Laptop,3,35988,Debit Card,Delivered,Delhi,107964
ORD1127,2024-05-07,CUST228,Sports,Mobile,2,9405,Credit Card,Cancelled,Pune,18810
ORD1128,2024-05-08,CUST747,Home & Kitchen,Laptop,1,9627,UPI,Pending,Bangalore,9627
ORD1129,2024-05-09,CUST571,Sports,Headphones,1,22931,Debit Card,Delivered,Delhi,22931
ORD1130,2024-05-10,CUST162,Beauty,Watch,2,49653,Net Banking,Pending,Mumbai,99306
ORD1131,2024-05-11,CUST238,Electronics,Shoes,3,6868,Net Banking,Cancelled,Delhi,20604
ORD1132,2024-05-12,CUST598,Sports,Mixer,4,27924,Debit Card,Cancelled,Indore,111696
ORD1133,2024-05-13,CUST692,Sports,Watch,2,47324,Net Banking,Pending,Pune,94648
ORD1134,2024-05-14,CUST491,Electronics,Mobile,4,45504,COD,Cancelled,Hyderabad,182016
ORD1135,2024-05-15,CUST774,Beauty,Headphones,3,18833,COD,Returned,Pune,56499
ORD1136,2024-05-16,CUST518,Fashion,Headphones,1,23616,COD,Returned,Hyderabad,23616
ORD1137,2024-05-17,CUST388,Sports,Headphones,3,47719,Credit Card,Cancelled,Delhi,143157
ORD1138,2024-05-18,CUST478,Electronics,Mobile,2,43701,Debit Card,Returned,Bangalore,87402
ORD1139,2024-05-19,CUST872,Home & Kitchen,Mobile,1,16025,Credit Card,Delivered,Mumbai,16025
ORD1140,2024-05-20,CUST589,Electronics,Mobile,2,23898,Net Banking,Pending,Pune,47796
ORD1141,2024-05-21,CUST330,Home & Kitchen,Mobile,2,33357,Credit Card,Delivered,Indore,66714
ORD1142,2024-05-22,CUST140,Beauty,Headphones,3,10861,Net Banking,Pending,Hyderabad,32583
ORD1143,2024-05-23,CUST127,Fashion,Headphones,2,16869,Net Banking,Cancelled,Indore,33738
ORD1144,2024-05-24,CUST234,Electronics,Laptop,3,3541,UPI,Delivered,Bangalore,10623
ORD1145,2024-05-25,CUST300,Sports,Watch,1,605,COD,Cancelled,Hyderabad,605
ORD1146,2024-05-26,CUST939,Beauty,Mixer,3,9578,Net Banking,Cancelled,Pune,28734
ORD1147,2024-05-27,CUST879,Electronics,Shoes,1,25503,UPI,Pending,Delhi,25503
ORD1148,2024-05-28,CUST132,Sports,Headphones,3,6590,COD,Pending,Indore,19770
ORD1149,2024-05-29,CUST147,Electronics,Shoes,4,39350,Net Banking,Pending,Bangalore,157400
ORD1150,2024-05-30,CUST602,Home & Kitchen,Watch,4,2425,Net Banking,Delivered,Pune,9700
ORD1151,2024-05-31,CUST506,Electronics,Watch,2,18940,Credit Card,Returned,Pune,37880
ORD1152,2024-06-01,CUST673,Electronics,Shoes,3,40185,Credit Card,Pending,Pune,120555
ORD1153,2024-06-02,CUST827,Electronics,Headphones,3,26515,COD,Pending,Pune,79545
ORD1154,2024-06-03,CUST904,Beauty,Shoes,1,33820,Net Banking,Delivered,Hyderabad,33820
ORD1155,2024-06-04,CUST198,Electronics,Laptop,2,25791,Debit Card,Pending,Pune,51582
ORD1156,2024-06-05,CUST783,Sports,T-shirt,3,37179,Credit Card,Delivered,Indore,111537
ORD1157,2024-06-06,CUST971,Home & Kitchen,Headphones,2,26789,COD,Cancelled,Bangalore,53578
ORD1158,2024-06-07,CUST825,Home & Kitchen,Headphones,4,3889,Net Banking,Pending,Hyderabad,15556
ORD1159,2024-06-08,CUST646,Electronics,Mixer,3,26183,Net Banking,Pending,Pune,78549
ORD1160,2024-06-09,CUST838,Beauty,Mobile,3,14129,Debit Card,Cancelled,Mumbai,42387
ORD1161,2024-06-10,CUST712,Beauty,T-shirt,2,25326,COD,Cancelled,Mumbai,50652
ORD1162,2024-06-11,CUST561,Sports,Watch,3,35698,Net Banking,Cancelled,Bangalore,107094
ORD1163,2024-06-12,CUST742,Electronics,Headphones,2,27130,Credit Card,Pending,Delhi,54260
ORD1164,2024-06-13,CUST868,Home & Kitchen,Shoes,3,33726,Debit Card,Returned,Delhi,101178
ORD1165,2024-06-14,CUST104,Beauty,T-shirt,1,46663,COD,Returned,Hyderabad,46663
ORD1166,2024-06-15,CUST317,Electronics,Mixer,2,33475,Debit Card,Returned,Hyderabad,66950
ORD1167,2024-06-16,CUST602,Beauty,Watch,3,1399,Credit Card,Pending,Hyderabad,4197
ORD1168,2024-06-17,CUST866,Beauty,Mobile,4,12153,COD,Cancelled,Delhi,48612
ORD1169,2024-06-18,CUST497,Home & Kitchen,Mobile,3,28461,Debit Card,Pending,Mumbai,85383
ORD1170,2024-06-19,CUST970,Fashion,Mixer,4,16905,UPI,Cancelled,Delhi,67620
ORD1171,2024-06-20,CUST894,Sports,Mixer,4,9101,Credit Card,Pending,Indore,36404
ORD1172,2024-06-21,CUST492,Sports,Shoes,1,34162,Credit Card,Pending,Pune,34162
ORD1173,2024-06-22,CUST306,Home & Kitchen,Headphones,2,33782,Credit Card,Cancelled,Hyderabad,67564
ORD1174,2024-06-23,CUST114,Beauty,Mobile,3,21788,UPI,Returned,Mumbai,65364
ORD1175,2024-06-24,CUST957,Electronics,Watch,1,30045,UPI,Cancelled,Bangalore,30045
ORD1176,2024-06-25,CUST653,Beauty,T-shirt,3,37377,Net Banking,Delivered,Bangalore,112131
ORD1177,2024-06-26,CUST991,Home & Kitchen,Watch,4,46526,Debit Card,Delivered,Pune,186104
ORD1178,2024-06-27,CUST560,Sports,Laptop,2,15813,Net Banking,Cancelled,Mumbai,31626
ORD1179,2024-06-28,CUST790,Beauty,Laptop,3,15849,Debit Card,Pending,Delhi,47547
ORD1180,2024-06-29,CUST674,Sports,Mixer,3,7679,UPI,Delivered,Delhi,23037
ORD1181,2024-06-30,CUST963,Electronics,Shoes,4,10826,UPI,Delivered,Indore,43304
ORD1182,2024-07-01,CUST842,Sports,Laptop,3,45055,Net Banking,Pending,Indore,135165
ORD1183,2024-07-02,CUST340,Sports,Mobile,3,2060,COD,Pending,Delhi,6180
ORD1184,2024-07-03,CUST663,Fashion,Watch,4,14112,Net Banking,Returned,Bangalore,56448
ORD1185,2024-07-04,CUST195,Fashion,Watch,1,18150,Debit Card,Pending,Hyderabad,18150
ORD1186,2024-07-05,CUST833,Fashion,Mixer,4,27245,Net Banking,Cancelled,Bangalore,108980
ORD1187,2024-07-06,CUST584,Sports,Headphones,1,32390,Credit Card,Cancelled,Indore,32390
ORD1188,2024-07-07,CUST506,Home & Kitchen,Headphones,2,20522,Debit Card,Returned,Pune,41044
ORD1189,2024-07-08,CUST330,Sports,T-shirt,1,5280,Debit Card,Delivered,Delhi,5280
ORD1190,2024-07-09,CUST848,Home & Kitchen,Mixer,1,18811,COD,Delivered,Indore,18811
ORD1191,2024-07-10,CUST754,Home & Kitchen,T-shirt,2,28880,UPI,Pending,Indore,57760
ORD1192,2024-07-11,CUST270,Fashion,Headphones,1,45162,Debit Card,Cancelled,Hyderabad,45162
ORD1193,2024-07-12,CUST640,Beauty,Mixer,4,2856,UPI,Delivered,Delhi,11424
ORD1194,2024-07-13,CUST135,Electronics,Mixer,1,5290,Net Banking,Returned,Hyderabad,5290
ORD1195,2024-07-14,CUST624,Fashion,Mixer,2,27411,Credit Card,Returned,Delhi,54822
ORD1196,2024-07-15,CUST259,Fashion,Headphones,4,49958,COD,Cancelled,Hyderabad,199832
ORD1197,2024-07-16,CUST938,Beauty,T-shirt,2,24863,UPI,Returned,Bangalore,49726
ORD1198,2024-07-17,CUST798,Electronics,T-shirt,2,20549,Debit Card,Returned,Pune,41098
ORD1199,2024-07-18,CUST342,Sports,Mixer,3,10681,UPI,Cancelled,Pune,32043
ORD1200,2024-07-19,CUST185,Sports,Laptop,3,40325,Debit Card,Pending,Delhi,120975
ORD1201,2024-07-20,CUST895,Fashion,Shoes,2,16582,UPI,Pending,Mumbai,33164
ORD1202,2024-07-21,CUST677,Electronics,Headphones,2,1161,Debit Card,Returned,Indore,2322
ORD1203,2024-07-22,CUST781,Fashion,Shoes,2,37912,Net Banking,Pending,Indore,75824
ORD1204,2024-07-23,CUST656,Home & Kitchen,Shoes,3,48979,Debit Card,Pending,Delhi,146937
ORD1205,2024-07-24,CUST673,Fashion,T-shirt,3,3420,Debit Card,Returned,Hyderabad,10260
ORD1206,2024-07-25,CUST745,Fashion,T-shirt,1,26158,Credit Card,Pending,Mumbai,26158
ORD1207,2024-07-26,CUST895,Sports,Laptop,1,49270,Debit Card,Returned,Bangalore,49270
ORD1208,2024-07-27,CUST127,Sports,Shoes,2,14525,Credit Card,Delivered,Hyderabad,29050
ORD1209,2024-07-28,CUST719,Sports,Shoes,4,9446,COD,Cancelled,Hyderabad,37784
ORD1210,2024-07-29,CUST655,Home & Kitchen,Mixer,4,29206,Credit Card,Cancelled,Delhi,116824
ORD1211,2024-07-30,CUST439,Sports,T-shirt,3,46000,Net Banking,Pending,Delhi,138000
ORD1212,2024-07-31,CUST897,Electronics,Shoes,3,39504,Credit Card,Pending,Indore,118512
ORD1213,2024-08-01,CUST430,Beauty,Watch,3,16809,COD,Pending,Delhi,50427
ORD1214,2024-08-02,CUST739,Electronics,Laptop,2,46786,Net Banking,Cancelled,Delhi,93572
ORD1215,2024-08-03,CUST605,Electronics,Watch,4,33620,UPI,Delivered,Delhi,134480
ORD1216,2024-08-04,CUST447,Sports,Watch,1,30527,UPI,Delivered,Indore,30527
ORD1217,2024-08-05,CUST572,Beauty,Headphones,2,7505,Credit Card,Cancelled,Bangalore,15010
ORD1218,2024-08-06,CUST330,Beauty,Headphones,1,47304,Credit Card,Delivered,Bangalore,47304
ORD1219,2024-08-07,CUST289,Beauty,Laptop,1,49810,COD,Cancelled,Delhi,49810
ORD1220,2024-08-08,CUST324,Home & Kitchen,Watch,2,1456,COD,Delivered,Indore,2912
ORD1221,2024-08-09,CUST484,Sports,Shoes,1,35339,Debit Card,Returned,Bangalore,35339
ORD1222,2024-08-10,CUST476,Beauty,T-shirt,4,9095,COD,Returned,Hyderabad,36380
ORD1223,2024-08-11,CUST382,Home & Kitchen,Laptop,1,48408,Debit Card,Cancelled,Bangalore,48408
ORD1224,2024-08-12,CUST732,Fashion,Mixer,4,13303,Net Banking,Delivered,Bangalore,53212
ORD1225,2024-08-13,CUST727,Fashion,Watch,4,26463,Credit Card,Pending,Indore,105852
ORD1226,2024-08-14,CUST844,Home & Kitchen,Laptop,4,36721,Net Banking,Delivered,Hyderabad,146884
ORD1227,2024-08-15,CUST358,Home & Kitchen,Mobile,3,39943,COD,Returned,Indore,119829
ORD1228,2024-08-16,CUST458,Sports,Mobile,1,34223,Net Banking,Returned,Delhi,34223
ORD1229,2024-08-17,CUST809,Sports,Headphones,2,39563,Net Banking,Delivered,Pune,79126
ORD1230,2024-08-18,CUST555,Fashion,T-shirt,2,49189,Net Banking,Delivered,Bangalore,98378
ORD1231,2024-08-19,CUST510,Beauty,Shoes,1,15782,COD,Pending,Pune,15782
ORD1232,2024-08-20,CUST748,Fashion,T-shirt,3,5203,Net Banking,Pending,Indore,15609
ORD1233,2024-08-21,CUST417,Beauty,T-shirt,3,7063,Debit Card,Delivered,Indore,21189
ORD1234,2024-08-22,CUST776,Beauty,T-shirt,4,26349,COD,Delivered,Indore,105396
ORD1235,2024-08-23,CUST324,Sports,T-shirt,1,32360,Net Banking,Delivered,Pune,32360
ORD1236,2024-08-24,CUST918,Electronics,Mixer,1,32085,COD,Delivered,Indore,32085
ORD1237,2024-08-25,CUST333,Electronics,Mixer,2,22515,UPI,Cancelled,Delhi,45030
ORD1238,2024-08-26,CUST783,Home & Kitchen,Headphones,1,12503,Debit Card,Delivered,Indore,12503
ORD1239,2024-08-27,CUST763,Sports,Laptop,3,44085,Net Banking,Pending,Mumbai,132255
ORD1240,2024-08-28,CUST926,Beauty,Mobile,1,27458,UPI,Returned,Pune,27458
ORD1241,2024-08-29,CUST473,Electronics,T-shirt,2,26517,UPI,Cancelled,Mumbai,53034
ORD1242,2024-08-30,CUST771,Beauty,Headphones,4,11671,COD,Delivered,Indore,46684
ORD1243,2024-08-31,CUST707,Electronics,Laptop,2,45850,UPI,Returned,Delhi,91700
ORD1244,2024-09-01,CUST571,Electronics,Mobile,2,12701,Debit Card,Cancelled,Bangalore,25402
ORD1245,2024-09-02,CUST332,Electronics,Watch,4,29926,Debit Card,Returned,Hyderabad,119704
ORD1246,2024-09-03,CUST791,Sports,Shoes,2,18278,Credit Card,Delivered,Hyderabad,36556
ORD1247,2024-09-04,CUST212,Fashion,Mixer,2,45741,Debit Card,Delivered,Indore,91482
ORD1248,2024-09-05,CUST929,Beauty,Watch,1,42729,UPI,Pending,Delhi,42729
ORD1249,2024-09-06,CUST596,Sports,Mobile,1,21616,Debit Card,Delivered,Pune,21616
ORD1250,2024-09-07,CUST541,Sports,Watch,4,48864,COD,Delivered,Mumbai,195456
ORD1251,2024-09-08,CUST663,Sports,Shoes,1,33797,Credit Card,Cancelled,Mumbai,33797
ORD1252,2024-09-09,CUST367,Sports,Headphones,1,19842,UPI,Pending,Mumbai,19842
ORD1253,2024-09-10,CUST609,Sports,Mobile,2,27990,Credit Card,Cancelled,Pune,55980
ORD1254,2024-09-11,CUST906,Home & Kitchen,Watch,3,20475,UPI,Returned,Hyderabad,61425
ORD1255,2024-09-12,CUST485,Beauty,Mixer,1,27223,COD,Delivered,Delhi,27223
ORD1256,2024-09-13,CUST486,Sports,Mixer,3,23779,Credit Card,Returned,Pune,71337
ORD1257,2024-09-14,CUST212,Beauty,Laptop,1,13265,Net Banking,Cancelled,Mumbai,13265
ORD1258,2024-09-15,CUST712,Home & Kitchen,Watch,1,47178,UPI,Delivered,Indore,47178
ORD1259,2024-09-16,CUST724,Home & Kitchen,T-shirt,4,12061,Net Banking,Delivered,Bangalore,48244
ORD1260,2024-09-17,CUST180,Beauty,Watch,4,42399,Credit Card,Cancelled,Pune,169596
ORD1261,2024-09-18,CUST798,Electronics,Headphones,4,1025,Net Banking,Cancelled,Pune,4100
ORD1262,2024-09-19,CUST212,Fashion,Mobile,3,23361,Net Banking,Cancelled,Delhi,70083
ORD1263,2024-09-20,CUST101,Electronics,Mobile,2,49653,Credit Card,Cancelled,Delhi,99306
ORD1264,2024-09-21,CUST741,Electronics,Headphones,1,33642,COD,Cancelled,Pune,33642
ORD1265,2024-09-22,CUST319,Electronics,Watch,1,27416,Net Banking,Delivered,Mumbai,27416
ORD1266,2024-09-23,CUST665,Sports,Headphones,1,45465,Net Banking,Cancelled,Bangalore,45465
ORD1267,2024-09-24,CUST954,Home & Kitchen,Shoes,3,5148,COD,Delivered,Delhi,15444
ORD1268,2024-09-25,CUST835,Electronics,Headphones,4,35633,Net Banking,Delivered,Mumbai,142532
