Order_ID,Customer_ID,Product_Name,Category,Quantity,Price,Discount,Revenue,Order_Date,Delivery_Time(mins),City,Delivery_Status,Rating
ORD1114,CUST1400,Mango,Fruits,4,417.37,19.36,1346.27,2025-08-10,71,Delhi,Pending,4
ORD1115,CUST1305,Lotion,Personal Care,5,329.14,14.08,1413.99,2025-04-13,52,Bangalore,Pending,2
ORD1116,CUST1541,Shampoo,Personal Care,2,336.49,11.1,598.28,2025-09-06,93,Pune,Pending,3
ORD1117,CUST1329,Tea,Beverages,2,438.06,18.99,709.74,2025-05-18,159,Bangalore,Cancelled,3
ORD1118,CUST1052,Toothpaste,Personal Care,1,166.21,9.18,150.95,2025-02-03,20,Chennai,Cancelled,1
ORD1119,CUST1110,Orange,Fruits,2,197.94,12.67,345.72,2025-08-28,129,Pune,Cancelled,1
ORD1120,CUST1359,Tea,Beverages,1,257.05,11.7,226.98,2025-01-08,146,Hyderabad,Cancelled,3
ORD1121,CUST1092,Popcorn,Snacks,4,205.55,17.94,674.7,2025-07-14,169,Delhi,Cancelled,1
ORD1122,CUST1465,Tea,Beverages,2,320.87,4.48,612.99,2025-10-04,19,Chennai,Cancelled,4
ORD1123,CUST1232,Soda,Beverages,4,206.43,0.64,820.44,2025-01-01,147,Bangalore,Cancelled,5
ORD1124,CUST1922,Mango,Fruits,4,142.85,7.29,529.74,2025-03-19,59,Chennai,Pending,5
ORD1125,CUST1349,Chips,Snacks,1,91.53,9.62,82.72,2025-08-02,70,Pune,Pending,4
ORD1126,CUST1256,Butter,Dairy,3,464.39,1.22,1376.17,2025-01-26,50,Delhi,Cancelled,1
ORD1127,CUST1055,Banana,Fruits,1,318.78,19.73,255.88,2025-10-30,141,Hyderabad,Delivered,4
ORD1128,CUST1698,Chips,Snacks,2,391.98,10.63,700.63,2025-06-03,28,Pune,Pending,1
ORD1129,CUST1750,Popcorn,Snacks,3,371.01,17.9,913.8,2025-08-26,121,Chennai,Pending,2
ORD1130,CUST1014,Tea,Beverages,4,98.23,8.95,357.75,2025-08-15,129,Chennai,Delivered,4
ORD1131,CUST1230,Butter,Dairy,1,381.83,3.65,367.89,2025-02-08,31,Bangalore,Pending,1
ORD1132,CUST1579,Tomato,Vegetables,2,290.9,4.66,554.69,2025-01-13,39,Hyderabad,Pending,5
ORD1133,CUST1469,Carrot,Vegetables,2,405.13,9.97,729.48,2025-04-21,125,Mumbai,Pending,1
ORD1134,CUST1553,Chocolate,Snacks,2,300.98,11.73,531.35,2025-08-24,97,Delhi,Delivered,4
ORD1135,CUST1876,Popcorn,Snacks,1,201.85,17.99,165.54,2025-08-14,73,Chennai,Delivered,2
ORD1136,CUST1502,Soap,Personal Care,5,470.16,0.15,2347.27,2025-10-04,84,Bangalore,Pending,4
ORD1137,CUST1822,Namkeen,Snacks,4,432.87,1.76,1701.01,2025-04-05,166,Chennai,Cancelled,4
ORD1138,CUST1919,Grapes,Fruits,1,86.11,10.49,77.08,2025-02-09,50,Mumbai,Pending,3
ORD1139,CUST1880,Tomato,Vegetables,2,309.2,18.35,504.92,2025-05-14,132,Bangalore,Delivered,5
ORD1140,CUST1025,Energy Drink,Beverages,3,419.39,14.37,1077.37,2025-07-22,150,Hyderabad,Delivered,2
ORD1141,CUST1786,Tea,Beverages,3,427.36,4.1,1229.51,2025-04-28,82,Chennai,Cancelled,3
ORD1142,CUST1089,Coffee,Beverages,4,278.42,4.85,1059.67,2025-02-16,15,Delhi,Pending,1
ORD1143,CUST1901,Cheese,Dairy,5,277.75,18.64,1129.89,2025-09-16,175,Hyderabad,Pending,1
ORD1144,CUST1012,Chips,Snacks,2,254.42,10.97,453.02,2025-05-18,144,Kolkata,Cancelled,2
ORD1145,CUST1970,Grapes,Fruits,2,89.54,2.78,174.1,2025-09-30,23,Bangalore,Pending,4
ORD1146,CUST1884,Tomato,Vegetables,3,206.99,18.59,505.53,2025-08-24,92,Delhi,Cancelled,4
ORD1147,CUST1295,Juice,Beverages,3,472.25,3.62,1365.46,2025-02-04,15,Pune,Pending,1
ORD1148,CUST1827,Soap,Personal Care,4,428.82,2.8,1667.25,2025-08-17,28,Pune,Cancelled,1
ORD1149,CUST1573,Milk,Dairy,3,123.92,16.29,311.2,2025-03-19,168,Chennai,Pending,2
ORD1150,CUST1294,Popcorn,Snacks,4,192.29,11.77,678.63,2025-10-23,86,Mumbai,Delivered,4
ORD1151,CUST1992,Grapes,Fruits,3,330.85,10.8,885.35,2025-03-04,157,Bangalore,Pending,5
ORD1152,CUST1946,Cheese,Dairy,1,209.91,7.83,193.47,2025-04-14,118,Mumbai,Cancelled,3
ORD1153,CUST1447,Paneer,Dairy,3,244.19,6.66,683.78,2025-06-28,56,Bangalore,Cancelled,4
ORD1154,CUST1419,Cheese,Dairy,4,407.31,12.4,1427.21,2025-08-19,169,Hyderabad,Cancelled,4
ORD1155,CUST1833,Lotion,Personal Care,5,118.25,6.23,554.42,2025-10-16,100,Kolkata,Cancelled,3
ORD1156,CUST1908,Soda,Beverages,2,272.29,15.09,462.4,2025-04-28,52,Delhi,Cancelled,1
ORD1157,CUST1647,Butter,Dairy,4,255.65,12.08,899.07,2025-01-15,171,Mumbai,Delivered,3
ORD1158,CUST1410,Popcorn,Snacks,5,268.86,8.18,1234.34,2025-06-22,144,Mumbai,Delivered,3
ORD1159,CUST1068,Chocolate,Snacks,3,362.28,10.85,968.92,2025-10-26,41,Bangalore,Delivered,5
ORD1160,CUST1711,Potato,Vegetables,4,131.72,18.17,431.15,2025-02-07,148,Bangalore,Delivered,4
ORD1161,CUST1957,Curd,Dairy,2,476.28,3.07,923.32,2025-05-21,118,Bangalore,Cancelled,1
ORD1162,CUST1323,Orange,Fruits,2,325.15,0.36,647.96,2025-06-20,114,Pune,Pending,4
ORD1163,CUST1798,Potato,Vegetables,5,465.12,14.14,1996.76,2025-04-16,106,Chennai,Cancelled,5
ORD1164,CUST1725,Curd,Dairy,2,81.01,1.55,159.51,2025-10-23,55,Hyderabad,Delivered,5
ORD1165,CUST1181,Butter,Dairy,3,252.88,2.26,741.49,2025-04-20,178,Delhi,Delivered,1
ORD1166,CUST1136,Curd,Dairy,1,199.47,6.23,187.04,2025-05-29,67,Bangalore,Delivered,2
ORD1167,CUST1243,Chips,Snacks,2,411.28,0.09,821.82,2025-10-18,77,Chennai,Delivered,4
ORD1168,CUST1346,Cheese,Dairy,1,438.58,18.46,357.62,2025-07-29,176,Hyderabad,Cancelled,3
ORD1169,CUST1024,Curd,Dairy,1,314.18,0.66,312.11,2025-09-08,166,Mumbai,Cancelled,4
ORD1170,CUST1062,Tomato,Vegetables,4,238.52,18.3,779.48,2025-06-26,43,Mumbai,Pending,3
ORD1171,CUST1083,Energy Drink,Beverages,3,334.52,0.26,1000.95,2025-02-18,95,Pune,Delivered,1
ORD1172,CUST1560,Orange,Fruits,1,116.9,8.29,107.21,2025-03-04,118,Hyderabad,Delivered,2
ORD1173,CUST1031,Chips,Snacks,1,189.47,7.95,174.41,2025-07-30,76,Bangalore,Delivered,2
ORD1174,CUST1017,Namkeen,Snacks,5,331.24,7.55,1531.16,2025-05-24,33,Chennai,Delivered,3
ORD1175,CUST1113,Banana,Fruits,1,398.99,9.07,362.8,2025-07-13,127,Delhi,Delivered,4
ORD1176,CUST1642,Chocolate,Snacks,3,119.86,3.64,346.49,2025-02-24,117,Chennai,Delivered,2
ORD1177,CUST1475,Onion,Vegetables,2,171.84,12.88,299.41,2025-03-28,69,Mumbai,Pending,3
ORD1178,CUST1983,Carrot,Vegetables,2,440.15,8.16,808.47,2025-09-04,81,Kolkata,Pending,4
ORD1179,CUST1050,Potato,Vegetables,3,277.48,11.9,733.38,2025-09-06,81,Hyderabad,Cancelled,1
ORD1180,CUST1087,Face Wash,Personal Care,1,300.52,14.42,257.19,2025-10-18,110,Chennai,Pending,1
ORD1181,CUST1734,Carrot,Vegetables,3,483.19,18.89,1175.75,2025-07-01,156,Mumbai,Delivered,2
ORD1182,CUST1146,Banana,Fruits,2,55.85,1.71,109.79,2025-05-31,99,Chennai,Delivered,5
ORD1183,CUST1896,Soda,Beverages,5,444.4,12.86,1936.25,2025-03-23,16,Mumbai,Delivered,3
ORD1184,CUST1395,Chips,Snacks,5,203.82,5.19,966.21,2025-07-14,133,Chennai,Delivered,5
ORD1185,CUST1225,Toothpaste,Personal Care,4,330.87,8.19,1215.09,2025-08-10,151,Pune,Delivered,3
ORD1186,CUST1713,Potato,Vegetables,5,182.51,18.97,739.44,2025-10-07,95,Pune,Pending,1
ORD1187,CUST1114,Coffee,Beverages,3,452.55,16.0,1140.43,2025-07-28,128,Chennai,Cancelled,2
ORD1188,CUST1358,Soda,Beverages,1,170.9,10.83,152.39,2025-08-25,39,Pune,Cancelled,2
ORD1189,CUST1441,Coffee,Beverages,1,112.71,16.7,93.89,2025-01-04,168,Chennai,Delivered,1
ORD1190,CUST1145,Carrot,Vegetables,5,127.26,5.45,601.62,2025-03-16,84,Bangalore,Pending,3
ORD1191,CUST1676,Spinach,Vegetables,5,416.77,9.96,1876.3,2025-02-03,31,Mumbai,Pending,3
ORD1192,CUST1341,Orange,Fruits,1,273.86,14.4,234.42,2025-04-27,120,Mumbai,Delivered,3
ORD1193,CUST1267,Chocolate,Snacks,5,168.66,5.33,798.35,2025-08-07,112,Mumbai,Cancelled,3
ORD1194,CUST1921,Cookies,Snacks,5,349.27,3.51,1685.05,2025-06-22,159,Pune,Delivered,4
ORD1195,CUST1821,Juice,Beverages,5,222.41,10.38,996.62,2025-03-05,144,Bangalore,Pending,4
ORD1196,CUST1148,Apple,Fruits,3,132.97,1.81,391.69,2025-10-09,43,Pune,Cancelled,2
ORD1197,CUST1743,Curd,Dairy,3,179.91,7.11,501.36,2025-04-23,53,Mumbai,Pending,1
ORD1198,CUST1068,Namkeen,Snacks,3,477.19,7.93,1318.05,2025-06-01,164,Hyderabad,Cancelled,4
ORD1199,CUST1957,Curd,Dairy,1,171.46,10.8,152.94,2025-08-15,95,Hyderabad,Pending,1
ORD1200,CUST1712,Grapes,Fruits,3,318.58,6.68,891.9,2025-06-03,87,Bangalore,Pending,4
ORD1201,CUST1024,Juice,Beverages,1,235.76,14.1,202.52,2025-04-14,56,Bangalore,Delivered,3
ORD1202,CUST1865,Juice,Beverages,3,418.6,15.99,1055.0,2025-06-21,116,Delhi,Cancelled,1
ORD1203,CUST1329,Popcorn,Snacks,4,212.44,1.83,834.21,2025-11-01,31,Delhi,Cancelled,5
ORD1204,CUST1775,Mango,Fruits,1,250.7,3.7,241.42,2025-03-21,97,Delhi,Delivered,1
ORD1205,CUST1465,Potato,Vegetables,5,391.57,14.48,1674.35,2025-07-17,39,Kolkata,Cancelled,2
ORD1206,CUST1287,Lotion,Personal Care,1,341.0,13.86,293.74,2025-01-26,61,Bangalore,Pending,3
ORD1207,CUST1249,Toothpaste,Personal Care,2,314.72,19.99,503.61,2025-10-09,100,Pune,Cancelled,1
ORD1208,CUST1222,Grapes,Fruits,5,378.96,3.85,1821.85,2025-08-03,96,Chennai,Delivered,2
ORD1209,CUST1525,Carrot,Vegetables,4,430.05,6.38,1610.45,2025-04-13,31,Chennai,Cancelled,5
ORD1210,CUST1170,Soap,Personal Care,3,302.3,9.62,819.66,2025-05-11,51,Bangalore,Cancelled,3
ORD1211,CUST1496,Toothpaste,Personal Care,2,376.15,1.31,742.44,2025-01-15,134,Pune,Delivered,3
ORD1212,CUST1015,Cheese,Dairy,4,405.83,6.38,1519.75,2025-07-29,175,Bangalore,Cancelled,2
ORD1213,CUST1413,Namkeen,Snacks,5,327.14,4.66,1559.48,2025-08-15,48,Pune,Cancelled,4
ORD1214,CUST1038,Coffee,Beverages,3,443.62,10.58,1190.06,2025-04-06,137,Pune,Pending,2
ORD1215,CUST1439,Curd,Dairy,4,73.71,1.77,289.62,2025-09-02,30,Pune,Delivered,5
ORD1216,CUST1428,Toothpaste,Personal Care,4,492.84,15.37,1668.36,2025-03-06,17,Delhi,Delivered,1
ORD1217,CUST1398,Chocolate,Snacks,2,183.34,4.67,349.56,2025-06-02,87,Chennai,Cancelled,5
ORD1218,CUST1060,Shampoo,Personal Care,1,226.23,2.49,220.6,2025-07-06,51,Hyderabad,Pending,5
ORD1219,CUST1010,Soap,Personal Care,5,90.23,8.35,413.48,2025-10-29,102,Kolkata,Pending,1
ORD1220,CUST1583,Cheese,Dairy,5,495.13,14.87,2107.52,2025-09-17,73,Kolkata,Pending,1
ORD1221,CUST1329,Grapes,Fruits,4,427.02,4.61,1629.34,2025-08-31,124,Delhi,Cancelled,1
ORD1222,CUST1887,Cheese,Dairy,3,129.44,4.41,371.2,2025-08-29,17,Pune,Delivered,4
ORD1223,CUST1098,Grapes,Fruits,5,76.03,19.38,306.48,2025-06-26,23,Chennai,Pending,4
ORD1224,CUST1061,Coffee,Beverages,4,497.71,3.48,1921.56,2025-06-27,96,Pune,Delivered,5
ORD1225,CUST1892,Potato,Vegetables,1,119.25,16.32,99.79,2025-09-26,134,Mumbai,Cancelled,4
ORD1226,CUST1616,Curd,Dairy,1,316.82,11.6,280.07,2025-04-08,25,Kolkata,Pending,5
ORD1227,CUST1737,Energy Drink,Beverages,3,172.83,9.53,469.08,2025-07-14,167,Mumbai,Cancelled,5
ORD1228,CUST1394,Face Wash,Personal Care,4,65.94,6.58,246.4,2025-01-25,19,Bangalore,Cancelled,1
ORD1229,CUST1250,Soda,Beverages,3,176.63,5.05,503.13,2025-02-07,86,Chennai,Delivered,2
ORD1230,CUST1687,Carrot,Vegetables,5,71.95,10.65,321.44,2025-02-06,74,Bangalore,Delivered,4
ORD1231,CUST1300,Coffee,Beverages,5,452.52,19.83,1813.93,2025-04-24,54,Kolkata,Cancelled,4
ORD1232,CUST1039,Paneer,Dairy,5,457.93,11.43,2027.94,2025-02-09,112,Bangalore,Pending,1
ORD1233,CUST1335,Soda,Beverages,3,439.02,14.68,1123.72,2025-08-04,161,Delhi,Delivered,1
ORD1234,CUST1362,Soap,Personal Care,4,432.76,17.35,1430.7,2025-06-18,27,Kolkata,Cancelled,3
ORD1235,CUST1421,Orange,Fruits,5,363.86,13.6,1571.88,2025-07-10,169,Hyderabad,Pending,2
ORD1236,CUST1534,Chips,Snacks,4,121.37,17.62,399.94,2025-09-06,45,Mumbai,Cancelled,3
ORD1237,CUST1926,Milk,Dairy,2,107.99,6.7,201.51,2025-06-07,53,Bangalore,Delivered,4
ORD1238,CUST1961,Spinach,Vegetables,2,418.09,16.64,697.04,2025-01-12,53,Delhi,Cancelled,5
ORD1239,CUST1222,Toothpaste,Personal Care,5,327.62,19.62,1316.7,2025-01-17,118,Mumbai,Pending,4
