CustomerID,Region,Category,Product,Quantity,Price,Sales,Profit,Discount,OrderDate,PaymentMethod,CustomerRating
CUST1069,Central,Sports,Shoes,2,417.15,834.3,103.5,0.04,2025-01-09,UPI,5
CUST1070,South,Clothing,T-Shirt,1,278.91,278.91,62.57,0.13,2023-09-16,NetBanking,1
CUST1071,North,Sports,Shoes,8,241.96,1935.68,261.66,0.05,2023-04-16,NetBanking,1
CUST1072,North,Grocery,Spices,2,290.63,581.26,128.81,0.03,2023-11-07,Cash,1
CUST1073,South,Electronics,Camera,10,300.08,3000.8,613.98,0.09,2025-02-18,NetBanking,3
CUST1074,Central,Grocery,Snacks,10,312.41,3124.1,632.34,0.19,2023-07-23,Card,2
CUST1075,East,Beauty,Cream,3,123.73,371.19,69.78,0.0,2023-11-17,NetBanking,5
CUST1076,West,Clothing,T-Shirt,4,147.61,590.44,71.25,0.01,2025-07-18,Card,3
CUST1077,Central,Beauty,Perfume,7,61.81,432.67,45.95,0.18,2023-11-02,Card,1
CUST1078,North,Furniture,Sofa,10,375.73,3757.3,722.54,0.09,2024-08-14,NetBanking,3
CUST1079,West,Clothing,Shoes,8,44.82,358.56,21.5,0.15,2025-06-03,Cash,1
CUST1080,North,Furniture,Chair,5,290.24,1451.2,349.42,0.09,2023-12-25,NetBanking,3
CUST1081,South,Sports,Jersey,8,484.68,3877.44,649.48,0.07,2025-04-16,UPI,2
CUST1082,East,Grocery,Spices,5,332.98,1664.9,249.92,0.09,2023-03-17,Cash,3
CUST1083,East,Electronics,Camera,9,413.34,3720.06,187.07,0.08,2025-08-04,Card,5
CUST1084,East,Sports,Jersey,8,381.2,3049.6,307.67,0.19,2023-09-26,NetBanking,4
CUST1085,North,Electronics,Laptop,3,158.82,476.46,25.45,0.02,2025-04-15,UPI,4
CUST1086,North,Beauty,Perfume,8,466.66,3733.28,459.06,0.08,2024-07-13,NetBanking,4
CUST1087,South,Grocery,Oil,7,99.35,695.45,138.98,0.17,2023-10-07,Cash,4
CUST1088,East,Sports,Shoes,1,145.01,145.01,18.07,0.17,2025-09-29,NetBanking,5
CUST1089,West,Clothing,Jacket,9,382.62,3443.58,496.92,0.17,2024-10-21,Card,5
CUST1090,West,Furniture,Cupboard,1,162.5,162.5,27.34,0.08,2025-02-19,Card,4
CUST1091,North,Furniture,Sofa,2,437.72,875.44,140.14,0.0,2025-07-24,Card,4
CUST1092,South,Electronics,Camera,5,172.59,862.95,192.59,0.17,2023-06-14,NetBanking,3
CUST1093,West,Sports,Football,10,38.87,388.7,80.77,0.2,2024-08-11,UPI,4
CUST1094,North,Beauty,Cream,8,87.35,698.8,87.26,0.01,2023-03-01,UPI,3
CUST1095,East,Clothing,Shoes,3,125.88,377.64,57.78,0.03,2024-01-04,UPI,5
CUST1096,West,Sports,Tennis Racket,8,456.85,3654.8,313.51,0.13,2025-08-02,NetBanking,3
CUST1097,North,Grocery,Snacks,9,83.2,748.8,120.13,0.2,2024-12-08,Cash,4
CUST1098,East,Grocery,Snacks,4,499.69,1998.76,526.34,0.05,2023-08-07,Cash,5
CUST1099,East,Beauty,Lipstick,1,489.08,489.08,104.94,0.0,2024-07-16,UPI,5
CUST1100,West,Clothing,Jeans,10,401.96,4019.6,421.06,0.12,2024-01-25,Card,1
CUST1101,North,Clothing,Shoes,1,291.89,291.89,68.04,0.18,2023-07-04,Cash,4
CUST1102,South,Furniture,Table,9,438.85,3949.65,558.73,0.18,2025-10-24,Card,3
CUST1103,West,Clothing,Jacket,2,236.82,473.64,32.6,0.17,2024-04-07,NetBanking,5
CUST1104,East,Electronics,Camera,1,135.91,135.91,10.99,0.13,2025-01-24,Cash,5
CUST1105,West,Beauty,Lipstick,2,339.04,678.08,113.83,0.18,2024-11-02,Card,1
CUST1106,West,Beauty,Lipstick,7,62.75,439.25,26.94,0.06,2023-03-18,NetBanking,1
CUST1107,North,Furniture,Table,7,229.55,1606.85,349.69,0.12,2025-05-08,Card,4
CUST1108,North,Grocery,Spices,5,21.19,105.95,15.11,0.09,2025-06-27,Card,3
CUST1109,North,Beauty,Lipstick,9,451.34,4062.06,857.93,0.08,2023-05-05,Card,1
CUST1110,West,Electronics,Laptop,10,485.69,4856.9,304.26,0.05,2024-11-14,Card,5
CUST1111,South,Electronics,Laptop,10,111.9,1119.0,299.25,0.15,2024-11-03,UPI,3
CUST1112,South,Furniture,Sofa,3,59.41,178.23,47.52,0.0,2023-09-27,Card,5
CUST1113,East,Electronics,Laptop,5,30.94,154.7,36.42,0.15,2023-08-21,NetBanking,4
CUST1114,East,Sports,Football,8,254.4,2035.2,582.79,0.15,2023-03-30,Cash,4
CUST1115,North,Electronics,Camera,7,216.01,1512.07,116.41,0.01,2025-06-27,UPI,3
CUST1116,Central,Furniture,Chair,3,141.13,423.39,88.18,0.08,2024-10-27,Cash,4
CUST1117,Central,Sports,Jersey,2,397.58,795.16,62.5,0.09,2024-03-16,Card,4
CUST1118,East,Grocery,Spices,7,366.16,2563.12,328.43,0.13,2024-10-02,Cash,2
CUST1119,West,Electronics,Mobile,2,51.15,102.3,7.58,0.16,2025-02-02,UPI,5
CUST1120,Central,Sports,Shoes,2,208.35,416.7,111.84,0.17,2025-05-16,UPI,3
CUST1121,Central,Clothing,Jacket,2,291.07,582.14,60.07,0.04,2025-09-14,UPI,3
CUST1122,Central,Clothing,T-Shirt,5,289.18,1445.9,364.09,0.12,2023-02-23,Cash,1
CUST1123,South,Clothing,Jacket,6,178.76,1072.56,102.27,0.11,2023-10-21,NetBanking,1
CUST1124,South,Beauty,Cream,2,374.33,748.66,77.7,0.09,2025-05-09,Card,3
CUST1125,East,Beauty,Lipstick,10,300.13,3001.3,812.86,0.03,2023-11-15,UPI,1
CUST1126,East,Grocery,Spices,8,305.5,2444.0,375.27,0.15,2024-03-17,UPI,3
CUST1127,West,Electronics,Headphones,10,245.88,2458.8,533.03,0.04,2023-04-04,UPI,1
CUST1128,South,Clothing,Jeans,3,383.26,1149.78,140.69,0.0,2023-09-03,NetBanking,2
CUST1129,South,Grocery,Oil,9,281.57,2534.13,549.94,0.01,2024-12-26,UPI,4
CUST1130,North,Grocery,Rice,6,290.0,1740.0,336.43,0.06,2025-05-05,NetBanking,1
CUST1131,East,Furniture,Cupboard,6,48.62,291.72,76.17,0.09,2024-05-13,NetBanking,5
CUST1132,North,Grocery,Snacks,6,114.68,688.08,168.43,0.1,2023-06-06,UPI,5
CUST1133,Central,Furniture,Sofa,6,365.05,2190.3,557.95,0.05,2023-10-30,Card,3
CUST1134,South,Furniture,Table,2,92.69,185.38,45.09,0.09,2025-10-08,NetBanking,5
CUST1135,Central,Clothing,Jacket,3,222.68,668.04,111.72,0.16,2024-09-12,UPI,3
CUST1136,Central,Electronics,Headphones,8,228.7,1829.6,117.5,0.02,2024-08-10,UPI,5
CUST1137,Central,Sports,Jersey,8,292.26,2338.08,674.67,0.09,2023-03-26,Card,3
CUST1138,Central,Grocery,Oil,1,228.01,228.01,57.63,0.2,2024-12-04,UPI,5
CUST1139,South,Electronics,Laptop,8,495.54,3964.32,717.61,0.07,2023-11-22,Cash,4
CUST1140,West,Clothing,T-Shirt,6,37.63,225.78,16.62,0.06,2025-03-02,Card,3
CUST1141,North,Sports,Tennis Racket,6,158.56,951.36,203.6,0.03,2025-03-13,UPI,3
CUST1142,Central,Grocery,Snacks,3,336.71,1010.13,259.85,0.13,2023-07-11,NetBanking,5
CUST1143,East,Electronics,Headphones,5,94.23,471.15,48.79,0.04,2025-09-22,Card,2
CUST1144,North,Clothing,T-Shirt,9,386.58,3479.22,900.35,0.13,2023-03-19,Card,5
CUST1145,West,Furniture,Table,3,416.52,1249.56,303.36,0.14,2023-12-06,UPI,4
CUST1146,East,Beauty,Perfume,8,307.24,2457.92,585.23,0.05,2025-07-08,Card,3
CUST1147,West,Furniture,Sofa,10,492.3,4923.0,814.36,0.16,2024-07-31,NetBanking,2
CUST1148,South,Sports,Tennis Racket,5,30.83,154.15,26.23,0.11,2025-01-30,UPI,5
CUST1149,North,Clothing,T-Shirt,3,140.03,420.09,116.08,0.17,2023-10-29,UPI,2
CUST1150,West,Clothing,T-Shirt,7,31.36,219.52,38.53,0.08,2024-04-27,UPI,3
CUST1151,South,Electronics,Headphones,2,420.39,840.78,178.66,0.03,2023-10-27,Cash,4
CUST1152,South,Beauty,Facewash,8,309.6,2476.8,684.75,0.05,2023-02-08,Card,5
CUST1153,Central,Sports,Jersey,2,389.21,778.42,85.17,0.01,2023-09-07,NetBanking,5
CUST1154,West,Electronics,Mobile,8,300.39,2403.12,130.03,0.12,2025-11-21,Card,3
CUST1155,West,Electronics,Headphones,4,287.48,1149.92,111.35,0.1,2023-06-25,Cash,1
CUST1156,Central,Sports,Football,7,437.3,3061.1,186.37,0.2,2025-03-03,Cash,1
CUST1157,East,Electronics,Headphones,4,367.81,1471.24,304.64,0.03,2024-11-11,Cash,5
CUST1158,East,Beauty,Perfume,8,490.51,3924.08,665.65,0.16,2024-01-09,UPI,4
CUST1159,North,Clothing,Jeans,1,396.6,396.6,107.66,0.19,2024-10-08,NetBanking,5
CUST1160,West,Clothing,T-Shirt,4,146.62,586.48,155.73,0.17,2023-04-08,Cash,3
CUST1161,North,Clothing,Shoes,7,372.94,2610.58,714.41,0.07,2025-03-02,Card,4
CUST1162,West,Clothing,Jacket,2,364.91,729.82,50.89,0.11,2024-01-05,Cash,1
CUST1163,North,Clothing,Jacket,5,225.73,1128.65,258.93,0.14,2023-12-08,Cash,4
CUST1164,North,Beauty,Lipstick,10,499.08,4990.8,592.1,0.02,2023-04-28,NetBanking,3
CUST1165,Central,Beauty,Perfume,1,75.68,75.68,15.28,0.01,2025-06-16,UPI,2
CUST1166,East,Clothing,Shoes,10,21.03,210.3,18.58,0.19,2025-07-10,Cash,4
CUST1167,North,Sports,Tennis Racket,9,186.64,1679.76,216.01,0.05,2024-07-24,UPI,1
CUST1168,South,Grocery,Spices,9,63.29,569.61,138.84,0.04,2025-07-02,Cash,4
CUST1169,South,Electronics,Laptop,2,228.76,457.52,125.67,0.2,2025-06-30,Cash,3
CUST1170,North,Sports,Shoes,5,426.42,2132.1,486.02,0.16,2023-12-23,Card,1
CUST1171,South,Furniture,Table,8,18.01,144.08,27.16,0.09,2025-01-25,Card,5
CUST1172,North,Electronics,Headphones,7,499.8,3498.6,803.69,0.15,2025-04-21,UPI,2
CUST1173,East,Beauty,Cream,8,235.59,1884.72,338.01,0.18,2023-09-20,Card,2
CUST1174,West,Sports,Football,2,261.46,522.92,65.9,0.06,2023-11-28,Card,3
CUST1175,Central,Clothing,T-Shirt,5,102.17,510.85,147.68,0.03,2024-07-16,Cash,5
CUST1176,Central,Electronics,Laptop,10,471.1,4711.0,417.15,0.17,2024-11-22,UPI,1
CUST1177,North,Electronics,Headphones,4,384.64,1538.56,237.16,0.1,2023-03-04,Cash,3
CUST1178,West,Furniture,Cupboard,5,229.5,1147.5,254.92,0.09,2023-11-20,NetBanking,4
CUST1179,South,Clothing,Jeans,6,431.44,2588.64,336.08,0.2,2024-12-08,Card,3
CUST1180,Central,Sports,Football,6,124.66,747.96,60.31,0.05,2025-07-09,UPI,1
CUST1181,East,Grocery,Spices,4,481.53,1926.12,530.8,0.19,2024-11-01,Cash,2
CUST1182,South,Grocery,Spices,8,440.14,3521.12,613.88,0.19,2023-07-04,NetBanking,2
CUST1183,South,Sports,Shoes,1,30.02,30.02,5.22,0.06,2025-08-21,UPI,1
CUST1184,West,Furniture,Sofa,6,383.11,2298.66,325.22,0.01,2025-03-31,Card,3
CUST1185,Central,Clothing,T-Shirt,7,254.61,1782.27,429.71,0.17,2024-07-26,UPI,2
CUST1186,North,Grocery,Snacks,6,281.13,1686.78,238.51,0.04,2023-10-23,NetBanking,5
CUST1187,North,Electronics,Mobile,3,358.23,1074.69,269.74,0.09,2025-11-29,Card,3
CUST1188,Central,Clothing,Jeans,7,495.35,3467.45,814.26,0.12,2024-09-04,NetBanking,5
CUST1189,East,Grocery,Rice,6,168.96,1013.76,78.47,0.12,2025-05-03,UPI,5
CUST1190,West,Clothing,Jeans,1,293.84,293.84,27.22,0.03,2025-02-17,Card,1
CUST1191,Central,Beauty,Cream,4,14.37,57.48,7.38,0.08,2023-11-07,Card,4
CUST1192,Central,Sports,Jersey,1,354.36,354.36,63.67,0.2,2024-10-27,NetBanking,5
CUST1193,West,Clothing,Jeans,8,456.5,3652.0,495.14,0.14,2024-12-26,Cash,5
CUST1194,West,Furniture,Table,5,281.25,1406.25,149.37,0.15,2024-09-01,Card,4
CUST1195,East,Grocery,Snacks,9,467.18,4204.62,1046.33,0.06,2024-07-14,NetBanking,4
CUST1196,East,Furniture,Sofa,1,147.38,147.38,33.68,0.18,2024-12-10,Cash,4
CUST1197,South,Furniture,Sofa,9,349.6,3146.4,265.3,0.05,2024-05-05,Card,2
CUST1198,North,Electronics,Camera,6,360.09,2160.54,162.33,0.0,2023-10-09,Card,4
CUST1199,West,Grocery,Oil,5,163.98,819.9,173.39,0.13,2023-07-03,Card,5
CUST1200,North,Furniture,Cupboard,3,467.29,1401.87,82.83,0.16,2025-03-24,Card,3
CUST1201,North,Electronics,Headphones,10,303.38,3033.8,855.88,0.06,2024-11-17,NetBanking,2
CUST1202,Central,Grocery,Snacks,4,405.36,1621.44,215.12,0.13,2025-07-28,Card,1
CUST1203,East,Clothing,Jeans,3,307.42,922.26,193.38,0.17,2025-04-10,Cash,1
CUST1204,West,Beauty,Cream,3,490.93,1472.79,249.44,0.0,2024-05-23,NetBanking,2
CUST1205,West,Clothing,Jacket,5,293.32,1466.6,283.38,0.13,2024-06-19,Card,1
CUST1206,North,Grocery,Snacks,3,205.68,617.04,108.37,0.14,2024-09-28,Cash,3
CUST1207,Central,Furniture,Table,3,241.7,725.1,118.73,0.08,2025-02-04,NetBanking,5
CUST1208,South,Furniture,Chair,9,226.14,2035.26,459.85,0.18,2023-06-09,UPI,1
CUST1209,Central,Sports,Tennis Racket,10,270.65,2706.5,246.65,0.09,2025-12-01,Card,5
CUST1210,West,Electronics,Camera,1,229.45,229.45,40.91,0.11,2025-07-24,NetBanking,3
CUST1211,North,Grocery,Snacks,1,374.17,374.17,72.81,0.08,2023-04-03,UPI,5
CUST1212,North,Electronics,Camera,1,147.11,147.11,13.97,0.15,2023-10-05,NetBanking,3
CUST1213,West,Grocery,Spices,7,44.72,313.04,91.11,0.13,2023-09-30,Cash,1
CUST1214,South,Sports,Jersey,9,68.04,612.36,180.45,0.15,2023-01-08,Cash,4
CUST1215,Central,Grocery,Spices,4,127.52,510.08,69.65,0.04,2024-07-18,UPI,1
CUST1216,West,Sports,Football,4,107.01,428.04,32.2,0.09,2023-03-10,UPI,2
CUST1217,North,Grocery,Spices,4,272.18,1088.72,259.76,0.03,2023-04-26,Cash,2
CUST1218,Central,Clothing,Jacket,4,154.37,617.48,52.99,0.08,2024-03-28,Cash,1
CUST1219,Central,Sports,Tennis Racket,7,280.15,1961.05,121.04,0.19,2024-12-06,NetBanking,5
CUST1220,East,Beauty,Facewash,7,78.86,552.02,79.55,0.05,2025-08-27,Card,3
CUST1221,South,Grocery,Rice,9,209.28,1883.52,290.3,0.08,2023-10-02,Cash,2
CUST1222,East,Beauty,Cream,8,424.33,3394.64,248.2,0.01,2024-01-26,NetBanking,5
CUST1223,Central,Electronics,Mobile,4,403.3,1613.2,317.63,0.1,2024-03-20,Cash,3
CUST1224,North,Furniture,Table,2,374.71,749.42,178.8,0.14,2024-05-11,Card,4
CUST1225,South,Sports,Shoes,5,193.43,967.15,177.39,0.06,2025-01-05,Cash,5
CUST1226,West,Grocery,Rice,8,382.01,3056.08,397.47,0.07,2024-02-21,NetBanking,1
CUST1227,Central,Furniture,Table,1,134.08,134.08,38.04,0.06,2025-05-05,Card,3
CUST1228,South,Grocery,Oil,8,277.57,2220.56,634.78,0.05,2024-11-22,NetBanking,4
CUST1229,West,Furniture,Sofa,3,74.28,222.84,41.59,0.18,2024-01-12,UPI,5
CUST1230,North,Electronics,Mobile,1,209.13,209.13,54.51,0.01,2024-04-18,Card,1
CUST1231,South,Sports,Jersey,6,34.92,209.52,43.88,0.13,2025-09-16,UPI,1
CUST1232,Central,Sports,Jersey,1,13.28,13.28,3.06,0.0,2024-08-10,NetBanking,2
CUST1233,North,Electronics,Laptop,4,100.01,400.04,72.65,0.05,2024-12-26,NetBanking,1
CUST1234,East,Grocery,Spices,10,125.39,1253.9,281.26,0.14,2024-09-06,UPI,1
CUST1235,North,Grocery,Spices,7,278.59,1950.13,124.86,0.14,2023-01-20,UPI,4
CUST1236,West,Beauty,Lipstick,10,488.78,4887.8,1434.37,0.05,2023-03-29,NetBanking,3
CUST1237,North,Electronics,Headphones,9,283.94,2555.46,148.79,0.0,2024-10-06,Card,5
CUST1238,South,Beauty,Facewash,2,153.14,306.28,58.5,0.14,2025-03-07,Cash,4
CUST1239,South,Beauty,Cream,9,374.0,3366.0,459.34,0.09,2023-07-20,UPI,3
CUST1240,Central,Sports,Jersey,6,19.66,117.96,13.96,0.1,2025-07-11,Cash,5
CUST1241,West,Grocery,Oil,10,332.03,3320.3,237.15,0.16,2024-08-27,UPI,1
CUST1242,East,Furniture,Cupboard,3,371.13,1113.39,143.82,0.02,2023-08-07,Cash,4
CUST1243,East,Clothing,T-Shirt,3,48.21,144.63,22.81,0.08,2025-11-15,UPI,1
CUST1244,East,Sports,Football,10,301.03,3010.3,394.67,0.0,2025-02-27,NetBanking,4
CUST1245,North,Beauty,Perfume,10,262.95,2629.5,581.98,0.03,2023-12-14,Cash,3
CUST1246,West,Furniture,Chair,3,220.16,660.48,102.56,0.16,2025-09-18,Cash,3
CUST1247,South,Beauty,Facewash,10,310.25,3102.5,510.25,0.06,2023-10-05,NetBanking,3
CUST1248,Central,Grocery,Snacks,8,170.69,1365.52,346.66,0.06,2023-10-06,Card,4
CUST1249,East,Furniture,Cupboard,6,149.27,895.62,200.39,0.19,2025-10-02,Card,3
CUST1250,West,Clothing,Shoes,6,61.37,368.22,70.32,0.14,2024-01-04,UPI,4
CUST1251,South,Grocery,Snacks,2,410.39,820.78,204.3,0.13,2025-04-17,Card,3
CUST1252,South,Clothing,Jeans,7,395.59,2769.13,189.66,0.12,2025-09-08,NetBanking,5
CUST1253,North,Clothing,T-Shirt,2,385.63,771.26,165.36,0.03,2024-12-28,UPI,5
CUST1254,West,Clothing,Shoes,2,10.22,20.44,2.34,0.15,2025-11-11,Card,4
CUST1255,East,Grocery,Spices,10,346.77,3467.7,304.07,0.1,2023-02-20,Cash,4
CUST1256,North,Electronics,Laptop,6,159.39,956.34,156.68,0.1,2024-02-28,Cash,4
CUST1257,North,Grocery,Spices,6,38.25,229.5,14.04,0.0,2023-08-24,Cash,1
CUST1258,South,Beauty,Perfume,9,91.35,822.15,74.02,0.19,2025-05-23,Card,4
CUST1259,South,Furniture,Cupboard,7,19.45,136.15,27.71,0.09,2024-02-09,NetBanking,4
CUST1260,North,Beauty,Perfume,4,142.78,571.12,129.04,0.12,2023-05-09,Card,3
CUST1261,East,Furniture,Cupboard,2,134.86,269.72,71.65,0.12,2024-10-03,NetBanking,5
CUST1262,North,Clothing,Jacket,8,310.59,2484.72,629.71,0.18,2024-09-01,UPI,2
CUST1263,East,Electronics,Laptop,5,62.89,314.45,45.07,0.1,2023-10-17,NetBanking,5
CUST1264,South,Sports,Jersey,7,96.95,678.65,141.75,0.11,2023-12-21,NetBanking,3
CUST1265,South,Furniture,Sofa,8,311.61,2492.88,664.05,0.1,2023-01-20,Card,4
CUST1266,Central,Sports,Jersey,7,343.92,2407.44,370.52,0.1,2025-06-28,UPI,5
CUST1267,North,Furniture,Sofa,1,141.05,141.05,26.01,0.16,2023-12-11,NetBanking,5
CUST1268,Central,Electronics,Mobile,5,388.68,1943.4,497.16,0.11,2025-01-21,UPI,4
CUST1269,Central,Furniture,Cupboard,2,369.31,738.62,157.63,0.06,2024-05-21,UPI,4
CUST1270,East,Clothing,T-Shirt,8,433.32,3466.56,275.06,0.04,2024-04-30,Cash,5
CUST1271,West,Furniture,Table,4,407.7,1630.8,409.92,0.11,2024-12-19,Card,3
CUST1272,East,Clothing,Jacket,9,492.82,4435.38,975.01,0.03,2023-07-15,NetBanking,1
CUST1273,East,Beauty,Perfume,3,128.59,385.77,87.9,0.15,2024-05-21,NetBanking,4
CUST1274,South,Sports,Shoes,7,190.71,1334.97,91.95,0.08,2023-07-10,Cash,3
CUST1275,West,Grocery,Snacks,10,6.22,62.2,15.15,0.15,2023-07-10,NetBanking,3
CUST1276,North,Sports,Jersey,4,484.22,1936.88,496.25,0.05,2025-10-10,Cash,3
CUST1277,Central,Sports,Tennis Racket,10,426.95,4269.5,1054.89,0.01,2023-04-10,NetBanking,1
CUST1278,North,Furniture,Cupboard,8,5.33,42.64,12.34,0.2,2024-02-19,Card,3
