customer_id,age,gender,city,membership,total_orders,avg_order_value,preferred_cuisine,payment_method,last_order_days_ago,customer_rating
1036,26,Female,Chennai,None,136,1126.83,Chinese,UPI,13,3.5
1037,56,Male,Kolkata,Gold,47,415.71,Italian,Credit Card,57,4.7
1038,35,Female,Hyderabad,None,113,970.23,Italian,Wallet,32,3.0
1039,21,Male,Chennai,Gold,76,1016.39,Italian,Credit Card,13,3.8
1040,42,Male,Bangalore,None,72,670.22,Italian,Credit Card,33,3.5
1041,31,Male,Chennai,Gold,89,555.67,Desserts,UPI,54,2.5
1042,26,Female,Chennai,Pro,46,622.63,Italian,Credit Card,3,4.5
1043,43,Male,Chennai,Gold,196,388.31,Fast Food,UPI,23,2.7
1044,19,Female,Kolkata,None,33,1083.86,Chinese,Wallet,58,3.7
1045,37,Male,Kolkata,None,1,623.15,Desserts,Cash on Delivery,28,3.9
1046,45,Male,Delhi,None,147,1076.58,Italian,UPI,18,4.1
1047,24,Female,Kolkata,Gold,31,260.98,South Indian,Wallet,5,4.2
1048,25,Male,Bangalore,None,142,1187.69,South Indian,Cash on Delivery,56,3.1
1049,52,Male,Bangalore,None,53,615.44,Chinese,Debit Card,32,2.5
1050,31,Female,Kolkata,Gold,48,200.22,North Indian,UPI,48,4.3
1051,34,Male,Pune,None,69,189.92,North Indian,UPI,39,3.8
1052,53,Male,Hyderabad,Gold,105,933.52,Desserts,Debit Card,18,4.6
1053,57,Male,Kolkata,None,90,841.99,Desserts,Debit Card,52,4.6
1054,21,Male,Chennai,None,190,992.24,Desserts,UPI,0,4.6
1055,19,Female,Mumbai,Gold,194,260.64,North Indian,Debit Card,4,3.7
1056,23,Female,Hyderabad,None,192,187.35,South Indian,Credit Card,26,3.3
1057,59,Male,Hyderabad,Gold,198,684.01,North Indian,Cash on Delivery,15,4.5
1058,21,Female,Bangalore,None,63,556.97,Fast Food,Cash on Delivery,5,3.6
1059,46,Male,Hyderabad,None,73,635.04,Italian,Cash on Delivery,39,3.0
1060,35,Female,Kolkata,Pro,161,1191.17,Desserts,Credit Card,12,4.6
1061,43,Male,Chennai,Gold,169,1169.29,South Indian,Debit Card,47,4.7
1062,51,Male,Chennai,Gold,89,1139.43,Chinese,Wallet,34,3.7
1063,27,Male,Delhi,None,176,973.03,Chinese,Debit Card,18,2.7
1064,53,Male,Chennai,Gold,13,522.58,Italian,UPI,11,3.5
1065,31,Male,Chennai,None,73,582.74,South Indian,Cash on Delivery,15,4.5
1066,48,Male,Bangalore,None,77,727.1,North Indian,Debit Card,58,4.8
1067,32,Female,Chennai,Pro,159,1022.06,North Indian,Wallet,42,3.0
1068,25,Male,Delhi,None,68,222.15,Fast Food,UPI,9,2.7
1069,31,Female,Mumbai,Pro,98,595.51,Fast Food,Credit Card,24,4.7
1070,40,Male,Kolkata,None,125,236.75,North Indian,Credit Card,19,3.5
1071,57,Female,Bangalore,None,102,690.39,Chinese,Wallet,30,3.9
1072,38,Female,Mumbai,Gold,132,1093.85,Desserts,UPI,3,4.9
1073,33,Female,Bangalore,Pro,102,971.61,Chinese,Cash on Delivery,43,2.7
1074,35,Male,Pune,Gold,19,389.23,Fast Food,Debit Card,22,4.1
1075,41,Male,Hyderabad,Pro,198,1174.79,Italian,UPI,1,2.7
1076,43,Female,Pune,Gold,82,850.72,North Indian,Credit Card,55,3.4
1077,42,Male,Chennai,Gold,141,160.95,Fast Food,Wallet,21,4.5
1078,58,Female,Mumbai,Pro,23,418.18,Fast Food,Wallet,50,3.6
1079,46,Male,Chennai,None,83,423.75,Desserts,Debit Card,56,5.0
1080,32,Female,Hyderabad,None,109,222.72,North Indian,Wallet,36,3.9
1081,18,Female,Bangalore,None,75,1157.82,Desserts,Wallet,7,3.3
1082,42,Male,Hyderabad,Pro,129,652.17,North Indian,UPI,6,3.1
1083,24,Female,Delhi,Pro,88,1090.61,Desserts,Cash on Delivery,13,3.4
1084,26,Male,Hyderabad,None,54,488.33,Chinese,Debit Card,55,3.4
1085,41,Female,Delhi,Gold,199,281.5,Italian,UPI,54,2.7
1086,18,Female,Hyderabad,Pro,89,648.05,Italian,Cash on Delivery,2,3.4
1087,25,Male,Kolkata,None,143,269.65,North Indian,UPI,49,3.7
1088,41,Male,Delhi,Gold,65,660.32,South Indian,UPI,15,4.3
1089,28,Male,Mumbai,Pro,76,1116.31,Fast Food,Wallet,54,4.1
1090,34,Female,Chennai,None,199,696.81,Fast Food,Cash on Delivery,18,4.3
1091,25,Male,Chennai,Gold,143,797.32,North Indian,Debit Card,50,2.5
1092,52,Female,Pune,None,149,314.47,Desserts,Debit Card,17,3.0
1093,52,Female,Chennai,Pro,147,195.92,South Indian,Cash on Delivery,51,4.2
1094,50,Male,Bangalore,Pro,60,266.35,Chinese,Wallet,15,3.7
1095,22,Male,Kolkata,Pro,93,778.46,Desserts,Credit Card,7,2.5
1096,59,Female,Hyderabad,None,161,249.76,Desserts,UPI,59,4.5
1097,56,Female,Pune,Pro,49,544.79,North Indian,Wallet,32,4.4
1098,58,Male,Bangalore,Pro,35,727.6,North Indian,Cash on Delivery,48,3.9
1099,45,Male,Bangalore,None,172,558.09,Fast Food,UPI,11,2.7
1100,24,Male,Delhi,Pro,102,321.87,North Indian,Debit Card,52,4.4
1101,26,Male,Chennai,None,11,437.48,North Indian,Credit Card,10,4.0
1102,25,Male,Mumbai,Gold,99,1124.73,North Indian,Debit Card,4,4.5
1103,29,Female,Mumbai,None,110,859.78,Fast Food,Cash on Delivery,26,4.4
1104,51,Female,Pune,None,74,670.85,Chinese,UPI,11,4.5
1105,50,Female,Kolkata,None,194,163.35,Chinese,Cash on Delivery,16,3.8
1106,40,Female,Mumbai,Gold,174,1192.04,North Indian,UPI,5,2.9
1107,41,Male,Hyderabad,None,9,855.03,Fast Food,Wallet,32,4.2
1108,54,Male,Mumbai,Gold,3,482.77,Chinese,Credit Card,4,4.1
1109,52,Male,Pune,None,85,1073.23,Desserts,Wallet,56,4.4
1110,57,Female,Mumbai,None,26,421.35,Chinese,Wallet,27,2.9
1111,39,Female,Hyderabad,Gold,72,721.22,Chinese,Cash on Delivery,13,3.0
1112,44,Male,Delhi,Gold,48,817.87,Fast Food,Credit Card,4,4.7
1113,52,Male,Kolkata,None,194,382.12,Desserts,UPI,53,4.4
1114,18,Female,Pune,Gold,198,1177.32,Fast Food,UPI,55,4.8
1115,52,Female,Delhi,Pro,156,935.6,North Indian,Debit Card,58,4.4
1116,54,Male,Delhi,Gold,117,735.7,Italian,UPI,32,4.0
1117,31,Male,Delhi,None,154,339.62,Chinese,Cash on Delivery,49,4.1
1118,20,Female,Bangalore,None,153,206.55,Italian,Wallet,47,4.7
1119,18,Male,Kolkata,Pro,12,486.06,Fast Food,Wallet,40,3.9
1120,22,Male,Chennai,None,133,940.85,Fast Food,Wallet,18,4.1
1121,43,Male,Kolkata,Pro,48,432.8,Fast Food,Credit Card,21,2.9
1122,31,Female,Bangalore,Gold,37,716.53,Italian,UPI,4,3.7
1123,56,Female,Chennai,Pro,44,914.34,Fast Food,Cash on Delivery,58,4.3
1124,44,Female,Kolkata,Gold,15,263.34,North Indian,Credit Card,1,3.2
1125,26,Female,Delhi,Pro,43,869.56,Fast Food,Debit Card,29,3.0
1126,32,Female,Pune,None,176,246.46,South Indian,Cash on Delivery,46,3.3
1127,32,Female,Chennai,Gold,87,1163.39,Italian,Cash on Delivery,38,3.1
1128,43,Female,Hyderabad,None,70,662.81,South Indian,Cash on Delivery,3,3.0
1129,59,Male,Hyderabad,None,46,308.21,Fast Food,Wallet,32,3.6
1130,30,Male,Mumbai,Gold,108,509.5,North Indian,Cash on Delivery,12,4.8
1131,49,Male,Chennai,Pro,123,584.09,Chinese,UPI,19,3.8
1132,56,Male,Pune,Pro,171,946.09,Desserts,Cash on Delivery,53,3.0
1133,49,Male,Bangalore,Gold,21,930.59,Desserts,Wallet,6,2.7
1134,21,Male,Delhi,None,151,792.54,Fast Food,Cash on Delivery,14,4.2
1135,47,Male,Mumbai,None,107,261.23,North Indian,Debit Card,22,3.5
1136,54,Female,Hyderabad,Gold,80,309.15,Italian,Debit Card,13,4.6
1137,40,Female,Bangalore,None,47,248.44,South Indian,Wallet,22,4.1
1138,56,Male,Bangalore,None,117,756.03,South Indian,UPI,18,4.5
1139,32,Male,Delhi,None,124,1071.0,South Indian,UPI,53,3.2
1140,46,Female,Chennai,None,143,605.49,Italian,Credit Card,28,4.2
1141,53,Male,Hyderabad,None,25,318.89,Desserts,Wallet,55,3.2
1142,30,Male,Pune,None,36,735.94,North Indian,Cash on Delivery,19,4.8
1143,49,Female,Bangalore,None,51,1002.34,Italian,Wallet,28,4.1
1144,24,Male,Delhi,None,15,928.8,South Indian,Credit Card,23,3.3
1145,39,Female,Pune,Pro,68,1075.52,Fast Food,Wallet,17,3.2
1146,45,Male,Chennai,None,21,441.8,Chinese,Wallet,9,3.0
1147,19,Female,Hyderabad,None,141,353.65,Italian,Credit Card,40,4.2
1148,59,Female,Chennai,Gold,19,1073.81,Italian,UPI,56,3.0
1149,23,Female,Bangalore,None,34,840.44,North Indian,Cash on Delivery,7,4.0
1150,45,Male,Pune,Pro,78,476.48,North Indian,Credit Card,25,3.2
1151,45,Female,Pune,Gold,125,929.47,Italian,Debit Card,28,4.2
1152,37,Male,Pune,None,196,1005.87,South Indian,UPI,9,4.5
1153,47,Male,Bangalore,None,117,795.73,Chinese,Debit Card,16,4.4
1154,28,Male,Bangalore,Pro,52,872.28,North Indian,UPI,1,4.4
1155,45,Male,Chennai,Pro,27,544.02,South Indian,Cash on Delivery,5,3.0
1156,42,Female,Mumbai,None,157,715.63,Fast Food,Cash on Delivery,57,2.7
1157,56,Female,Chennai,Gold,156,700.37,North Indian,Wallet,4,4.2
1158,50,Male,Hyderabad,None,35,1040.45,South Indian,Debit Card,27,3.4
1159,18,Male,Delhi,Pro,136,1031.96,South Indian,UPI,40,3.6
1160,44,Female,Pune,None,144,1024.31,Chinese,Cash on Delivery,4,2.6
1161,30,Male,Mumbai,Pro,106,161.58,Chinese,Credit Card,17,3.1
1162,58,Female,Delhi,Gold,164,937.02,Fast Food,Cash on Delivery,25,2.6
1163,20,Male,Mumbai,Gold,158,946.61,South Indian,Credit Card,19,4.7
1164,56,Male,Kolkata,Gold,146,862.3,Desserts,UPI,40,3.1
1165,23,Female,Chennai,None,2,944.08,South Indian,Cash on Delivery,48,3.9
1166,25,Male,Bangalore,None,177,1034.07,Chinese,Cash on Delivery,26,2.6
1167,44,Female,Pune,None,77,643.84,Desserts,UPI,48,4.2
1168,26,Male,Chennai,None,132,677.15,North Indian,Cash on Delivery,11,3.3
1169,54,Male,Delhi,Gold,90,280.95,North Indian,Credit Card,6,4.7
1170,50,Male,Kolkata,None,89,554.64,Italian,Cash on Delivery,58,4.7
1171,59,Female,Kolkata,None,94,825.53,Chinese,Debit Card,2,3.3
1172,41,Male,Kolkata,Pro,7,969.42,Italian,Wallet,9,4.8
1173,32,Male,Delhi,Pro,95,378.07,Desserts,Credit Card,33,5.0
1174,49,Male,Delhi,Pro,108,294.71,Chinese,Debit Card,24,4.6
1175,49,Male,Delhi,Pro,74,846.19,Fast Food,UPI,34,4.6
1176,41,Female,Delhi,None,39,151.97,South Indian,Credit Card,15,3.1
1177,58,Female,Kolkata,None,141,337.29,Fast Food,Wallet,1,3.9
1178,29,Male,Kolkata,Gold,159,180.52,Desserts,Wallet,59,2.7
1179,56,Female,Mumbai,Gold,71,325.23,Chinese,UPI,23,2.7
1180,19,Male,Chennai,None,191,340.39,Desserts,UPI,9,5.0
1181,20,Male,Pune,Pro,56,557.06,South Indian,Credit Card,37,3.3
1182,54,Male,Bangalore,None,170,572.44,North Indian,Cash on Delivery,21,4.4
1183,34,Female,Kolkata,None,189,1067.98,North Indian,UPI,25,4.5
1184,19,Female,Bangalore,Gold,42,685.62,Desserts,Cash on Delivery,42,4.6
1185,19,Female,Chennai,Gold,184,909.58,Italian,Debit Card,54,5.0
1186,45,Female,Chennai,Gold,36,259.34,Chinese,Wallet,38,3.1
1187,40,Female,Bangalore,None,84,386.71,Chinese,Cash on Delivery,26,2.6
1188,54,Female,Kolkata,Pro,196,888.09,North Indian,Wallet,28,3.5
1189,49,Female,Bangalore,None,118,205.44,Fast Food,Cash on Delivery,46,2.8
1190,50,Female,Mumbai,None,7,660.93,South Indian,Debit Card,37,2.6
1191,18,Female,Hyderabad,Pro,54,779.34,Fast Food,UPI,19,3.4
1192,36,Male,Kolkata,Pro,129,782.25,Fast Food,Debit Card,26,4.5
1193,19,Female,Kolkata,Pro,172,174.08,Desserts,UPI,40,3.9
1194,43,Female,Pune,Pro,120,488.21,North Indian,UPI,53,3.3
1195,49,Female,Delhi,Gold,173,818.32,North Indian,Wallet,19,4.1
1196,23,Female,Hyderabad,Gold,106,306.45,North Indian,Debit Card,43,3.1
1197,49,Female,Chennai,None,47,880.19,Desserts,Cash on Delivery,18,2.5
1198,21,Female,Kolkata,None,123,933.22,Italian,Debit Card,19,4.4
1199,28,Female,Bangalore,None,141,1181.07,Fast Food,Wallet,34,4.1
1200,34,Female,Hyderabad,None,119,370.33,Desserts,UPI,46,4.4
1201,55,Female,Pune,Gold,150,1016.39,Chinese,Wallet,1,2.6
1202,41,Female,Chennai,None,118,696.31,South Indian,Credit Card,29,4.6
1203,22,Female,Delhi,None,21,542.14,Italian,Credit Card,52,4.0
1204,51,Male,Delhi,None,137,278.5,Chinese,Cash on Delivery,33,3.9
1205,23,Male,Pune,Gold,26,922.28,Fast Food,Wallet,21,4.1
1206,39,Female,Pune,None,9,397.65,North Indian,Cash on Delivery,2,4.7
1207,28,Female,Bangalore,Pro,15,539.99,Fast Food,Cash on Delivery,5,4.0
1208,33,Male,Kolkata,None,10,215.67,Desserts,Credit Card,14,4.0
1209,50,Female,Delhi,None,122,991.44,South Indian,Cash on Delivery,26,5.0
1210,26,Male,Chennai,Gold,121,954.92,Desserts,Credit Card,9,4.4
1211,23,Male,Hyderabad,Pro,125,920.3,Italian,UPI,8,3.6
1212,33,Male,Chennai,None,170,464.42,Italian,Wallet,32,4.3
1213,46,Male,Mumbai,Gold,72,332.15,South Indian,Cash on Delivery,31,3.5
1214,20,Male,Mumbai,Gold,152,819.43,Chinese,Credit Card,47,3.1
1215,37,Female,Pune,None,49,670.97,Chinese,Debit Card,5,4.0
1216,53,Male,Bangalore,Pro,154,337.17,Italian,Cash on Delivery,40,4.8
1217,36,Female,Mumbai,Gold,91,870.21,Italian,UPI,58,4.8
1218,43,Female,Delhi,Gold,37,1190.68,North Indian,UPI,35,3.4
1219,20,Male,Chennai,Pro,68,934.58,Chinese,Debit Card,58,3.8
1220,36,Male,Chennai,Pro,50,926.99,South Indian,Credit Card,59,3.0
1221,37,Female,Pune,Gold,152,1147.83,Chinese,Cash on Delivery,1,5.0
1222,49,Male,Kolkata,Pro,19,363.08,North Indian,Credit Card,28,5.0
1223,24,Male,Kolkata,Gold,100,743.83,Desserts,UPI,3,4.1
1224,58,Female,Hyderabad,Gold,60,1178.63,Italian,Credit Card,0,4.5
1225,50,Female,Pune,Gold,167,323.56,Italian,UPI,18,4.3
1226,57,Male,Hyderabad,Gold,89,885.26,North Indian,Credit Card,25,4.0
1227,56,Female,Kolkata,None,146,765.1,South Indian,Debit Card,24,2.6
1228,35,Male,Pune,Pro,147,765.8,Italian,Wallet,9,3.6
1229,57,Male,Pune,Pro,164,882.55,Fast Food,Debit Card,52,4.2
1230,18,Male,Pune,None,183,1126.1,Italian,Debit Card,14,4.2
1231,28,Female,Kolkata,Pro,69,971.71,Fast Food,Wallet,58,3.4
1232,45,Female,Hyderabad,None,175,208.94,North Indian,Wallet,21,4.9
1233,42,Female,Hyderabad,None,49,1045.36,North Indian,Cash on Delivery,50,2.9
1234,40,Female,Pune,Gold,108,386.82,Italian,Cash on Delivery,47,3.8
1235,48,Female,Mumbai,None,161,545.76,Chinese,Debit Card,20,4.2
1236,47,Male,Bangalore,Pro,119,634.82,Fast Food,Debit Card,58,4.2
1237,59,Male,Kolkata,Pro,149,654.95,South Indian,UPI,55,4.1
1238,52,Male,Bangalore,Gold,150,606.94,Italian,UPI,21,3.2
1239,24,Male,Bangalore,None,176,1134.22,South Indian,Cash on Delivery,35,2.9
1240,33,Female,Hyderabad,None,37,891.32,Italian,Cash on Delivery,33,4.1
1241,43,Male,Hyderabad,Gold,143,812.73,Chinese,UPI,29,4.0
1242,19,Female,Mumbai,Pro,163,202.33,Chinese,UPI,24,2.9
1243,18,Male,Bangalore,Gold,199,1099.11,Chinese,Credit Card,44,4.3
1244,29,Female,Bangalore,None,160,1104.86,Desserts,Credit Card,27,3.6
1245,22,Female,Pune,Gold,11,969.22,Chinese,UPI,0,4.2
1246,54,Male,Hyderabad,Gold,138,157.38,North Indian,Credit Card,48,4.6
1247,49,Male,Bangalore,Gold,78,210.14,North Indian,Wallet,44,2.9
1248,26,Male,Chennai,None,77,386.48,Desserts,Cash on Delivery,3,2.5
1249,58,Male,Mumbai,Gold,185,287.92,Fast Food,Cash on Delivery,6,4.4
1250,52,Female,Chennai,Gold,153,568.78,South Indian,UPI,48,4.0
1251,36,Male,Chennai,Pro,2,1118.75,Italian,Debit Card,8,4.2
1252,33,Male,Kolkata,None,64,645.66,Italian,UPI,35,4.6
1253,20,Female,Kolkata,Gold,35,164.07,Desserts,Credit Card,18,4.5
1254,37,Male,Mumbai,Pro,7,446.88,North Indian,Debit Card,0,4.9
1255,41,Male,Chennai,None,85,196.82,Italian,Credit Card,9,3.8
1256,50,Male,Bangalore,Pro,146,188.1,North Indian,Wallet,35,3.7
1257,41,Male,Hyderabad,Gold,67,439.51,Fast Food,Credit Card,8,3.5
1258,28,Male,Mumbai,None,42,439.39,South Indian,Wallet,44,2.9
1259,25,Female,Pune,None,118,976.48,Fast Food,Wallet,45,3.9
1260,53,Male,Chennai,Gold,125,1173.58,Desserts,Credit Card,41,3.2
1261,55,Male,Mumbai,None,167,539.77,Chinese,Credit Card,31,4.8
1262,57,Male,Delhi,Gold,169,600.33,Chinese,Wallet,31,4.0
1263,37,Male,Delhi,None,24,1037.03,Chinese,Debit Card,5,4.0
1264,52,Male,Kolkata,Gold,188,431.55,Fast Food,Wallet,47,3.4
1265,42,Female,Hyderabad,None,46,314.2,Italian,Cash on Delivery,37,2.6
1266,52,Male,Bangalore,Pro,19,1045.74,South Indian,Wallet,16,2.6
1267,42,Female,Hyderabad,Pro,68,198.83,Chinese,Debit Card,9,3.6
1268,46,Female,Hyderabad,Pro,102,800.68,Desserts,Cash on Delivery,49,2.7
1269,35,Male,Hyderabad,Gold,42,740.09,Desserts,UPI,26,4.0
1270,35,Male,Hyderabad,None,32,513.22,Chinese,UPI,53,4.7
1271,19,Male,Pune,Gold,167,480.95,Chinese,Debit Card,49,4.7
1272,52,Male,Pune,None,109,960.45,South Indian,Wallet,34,4.1
1273,33,Female,Kolkata,None,36,240.75,Chinese,Credit Card,51,3.0
1274,58,Male,Mumbai,None,97,398.62,South Indian,Debit Card,58,4.7
1275,53,Male,Delhi,None,164,919.07,Desserts,Cash on Delivery,20,4.7
1276,50,Male,Hyderabad,Gold,131,725.74,Chinese,Cash on Delivery,24,3.0
1277,21,Male,Kolkata,Gold,73,284.39,Fast Food,UPI,27,4.3
1278,50,Male,Mumbai,None,136,1076.24,Fast Food,Cash on Delivery,46,3.2
1279,31,Male,Delhi,None,97,563.12,Desserts,Debit Card,14,4.5
1280,38,Female,Chennai,Pro,123,1019.26,South Indian,Cash on Delivery,3,5.0
1281,37,Female,Bangalore,None,70,977.1,Fast Food,Debit Card,28,2.6
1282,25,Male,Pune,None,169,805.65,South Indian,Credit Card,58,4.7
1283,24,Male,Chennai,None,196,669.21,Fast Food,UPI,8,4.1
1284,20,Male,Delhi,Gold,13,1178.53,Fast Food,Cash on Delivery,26,4.9
1285,34,Female,Chennai,Gold,49,302.21,South Indian,Debit Card,25,3.7
1286,50,Male,Bangalore,None,60,911.41,Italian,Wallet,18,4.6
1287,29,Female,Kolkata,None,130,350.75,Fast Food,UPI,55,2.7
1288,39,Male,Delhi,Gold,188,505.18,Chinese,Credit Card,27,3.3
1289,39,Male,Chennai,Gold,5,474.13,Desserts,Debit Card,16,2.7
1290,47,Male,Pune,None,172,1144.39,Italian,Credit Card,42,4.9
1291,55,Male,Pune,Pro,27,1165.72,South Indian,Credit Card,56,4.5
1292,55,Female,Mumbai,None,160,342.17,Italian,Cash on Delivery,40,4.6
1293,25,Female,Chennai,None,149,173.14,North Indian,Cash on Delivery,41,4.8
1294,44,Male,Hyderabad,Pro,8,906.01,North Indian,Debit Card,49,2.7
1295,44,Male,Chennai,None,50,588.89,Fast Food,Wallet,19,3.5
1296,51,Female,Kolkata,Gold,67,243.28,Fast Food,Debit Card,44,2.7
1297,38,Female,Delhi,None,44,867.94,Chinese,Wallet,39,3.0
1298,47,Female,Delhi,None,125,722.36,Desserts,Credit Card,38,3.1
1299,50,Female,Kolkata,Pro,58,1179.54,Italian,UPI,48,3.7
1300,45,Male,Chennai,None,3,388.78,North Indian,Debit Card,52,3.2
1301,50,Female,Kolkata,Pro,86,574.18,Fast Food,Debit Card,22,2.8
1302,22,Male,Bangalore,None,70,719.67,Desserts,Wallet,46,2.9
1303,36,Female,Kolkata,None,130,981.28,Italian,Credit Card,31,2.9
1304,21,Female,Pune,None,172,726.28,Fast Food,Credit Card,51,4.9
1305,52,Female,Kolkata,Gold,2,793.55,Fast Food,Wallet,46,4.4
1306,34,Female,Delhi,None,102,387.45,North Indian,Credit Card,32,4.9
1307,45,Female,Pune,Pro,35,1039.26,North Indian,Cash on Delivery,56,3.6
1308,47,Male,Delhi,None,98,600.06,Fast Food,UPI,45,3.2
1309,46,Male,Mumbai,Pro,30,298.01,South Indian,Debit Card,4,4.5
1310,23,Female,Hyderabad,None,116,847.4,Fast Food,UPI,42,3.3
1311,52,Female,Delhi,Pro,8,376.89,Desserts,Debit Card,47,3.2
1312,58,Male,Pune,Gold,150,252.44,Fast Food,Cash on Delivery,33,3.1
1313,54,Female,Mumbai,Gold,44,1055.09,Chinese,Credit Card,39,2.8
1314,41,Female,Delhi,Pro,186,633.17,Chinese,Wallet,10,3.1
1315,46,Male,Bangalore,Gold,36,936.75,Chinese,Cash on Delivery,49,3.4
1316,48,Female,Kolkata,Gold,197,455.12,South Indian,UPI,2,4.2
1317,52,Female,Hyderabad,None,77,976.32,South Indian,Wallet,57,2.7
1318,50,Male,Delhi,None,31,267.53,Fast Food,Credit Card,32,3.0
1319,38,Male,Mumbai,Pro,47,523.77,Chinese,Cash on Delivery,10,4.5
1320,49,Male,Bangalore,Gold,55,1176.96,South Indian,Wallet,15,2.9
1321,40,Female,Chennai,Gold,106,983.69,North Indian,Cash on Delivery,17,3.4
1322,50,Male,Mumbai,None,190,672.12,Fast Food,Cash on Delivery,29,4.7
1323,20,Male,Kolkata,None,158,506.77,Desserts,Credit Card,47,2.9
1324,35,Male,Mumbai,None,121,1065.74,Italian,Debit Card,54,2.7
1325,42,Male,Bangalore,Gold,55,722.09,Fast Food,Wallet,9,3.7
1326,59,Male,Mumbai,None,144,946.35,Italian,Credit Card,17,3.3
1327,48,Male,Bangalore,None,12,941.81,Chinese,Cash on Delivery,37,3.9
1328,20,Female,Delhi,None,145,168.84,Italian,Credit Card,18,4.5
1329,57,Female,Bangalore,None,144,282.57,Chinese,Debit Card,35,2.8
1330,41,Male,Bangalore,Gold,140,842.61,North Indian,Wallet,58,4.0
1331,49,Male,Hyderabad,None,136,319.7,Italian,Debit Card,12,3.8
1332,39,Male,Bangalore,Gold,3,418.27,Fast Food,UPI,55,2.9
1333,40,Female,Bangalore,None,144,1143.97,Chinese,Wallet,45,4.1
1334,19,Female,Chennai,None,30,738.19,Fast Food,Debit Card,2,3.2
1335,44,Female,Delhi,None,23,938.27,South Indian,Cash on Delivery,9,3.7
1336,59,Female,Kolkata,None,92,735.88,Chinese,Wallet,37,2.7
1337,19,Female,Hyderabad,None,115,730.14,Italian,Wallet,0,3.6
1338,43,Female,Chennai,None,104,248.86,Chinese,Credit Card,54,3.3
1339,34,Female,Pune,Gold,118,510.85,Fast Food,Cash on Delivery,55,4.6
1340,57,Female,Delhi,None,5,446.55,North Indian,UPI,26,2.6
1341,50,Female,Delhi,Gold,104,560.26,Chinese,Debit Card,45,3.5
1342,26,Male,Pune,Pro,108,988.26,Italian,Credit Card,7,3.6
1343,56,Male,Kolkata,Gold,65,540.53,South Indian,Debit Card,50,4.3
1344,46,Male,Bangalore,None,121,624.28,Desserts,UPI,45,3.9
1345,59,Male,Chennai,None,30,567.25,North Indian,UPI,41,4.2
1346,43,Female,Mumbai,None,149,248.08,South Indian,Wallet,16,4.4
1347,52,Female,Hyderabad,None,84,613.13,Chinese,UPI,8,4.7
1348,42,Male,Mumbai,Pro,198,355.39,Fast Food,Debit Card,5,3.3
